model,draw,method,n_per_type,top_share,top_type,deepest_type,rho_depth_share,share_pDC,argmax_agree_all,argmax_agree_informative
enhancer,9,zscale_mean,112,0.4246892456343415,pDC,pDC,0.8571428571428572,0.4246892456343415,0.32782468115681695,0.6172839506172839
enhancer,9,lognorm_mean,112,0.20180162045191485,pDC,pDC,0.04761904761904763,0.20180162045191485,0.3255793066283456,0.6502057613168725
enhancer,9,pseudobulk_cpm,112,0.1590760404609733,pDC,pDC,0.04761904761904763,0.1590760404609733,0.31920244296748695,0.6312757201646091
enhancer,9,depth_matched,112,0.1967188364953953,pDC,pDC,0.5714285714285715,0.1967188364953953,0.3237830070055685,0.6386831275720165
enhancer,9,cpm_mean,112,0.1562578632177545,pDC,pDC,0.09523809523809526,0.1562578632177545,0.29836536734327285,0.605761316872428
enhancer,9,archr_style,112,0.20170097126465703,pDC,pDC,0.04761904761904763,0.20170097126465703,0.3255793066283456,0.6502057613168725
enhancer,10,raw_mean,112,0.3935886467716773,pDC,pDC,0.8095238095238096,0.3935886467716773,0.33231543021375964,0.6403292181069958
enhancer,10,zscale_mean,112,0.3962558502340094,pDC,pDC,0.8095238095238096,0.3962558502340094,0.3322256152326208,0.6419753086419753
enhancer,10,lognorm_mean,112,0.20004025967490313,pDC,pDC,0.04761904761904763,0.20004025967490313,0.3322256152326208,0.6345679012345679
enhancer,10,pseudobulk_cpm,112,0.16139097176790299,pDC,pDC,0.03592878785739777,0.16139097176790299,0.3172265133824322,0.6279835390946502
enhancer,10,depth_matched,112,0.19611494137184843,pDC,pDC,0.38095238095238104,0.19611494137184843,0.33626728938386924,0.654320987654321
enhancer,10,cpm_mean,112,0.1584721453374264,pDC,pDC,0.19047619047619052,0.1584721453374264,0.2927968385126639,0.5876543209876544
enhancer,10,archr_style,112,0.1999396104876453,pDC,pDC,0.04761904761904763,0.1999396104876453,0.3322256152326208,0.6345679012345679
enhancer,11,raw_mean,112,0.4060188213980172,pDC,pDC,0.7380952380952381,0.4060188213980172,0.3258487515717622,0.6329218106995885
enhancer,11,zscale_mean,112,0.40813245433043127,pDC,pDC,0.7380952380952381,0.40813245433043127,0.3262978264774564,0.6353909465020576
enhancer,11,lognorm_mean,112,0.1975240299934578,pDC,pDC,0.19047619047619052,0.1975240299934578,0.3287228309682055,0.6452674897119342
enhancer,11,pseudobulk_cpm,112,0.16370590307483268,pDC,pDC,0.09523809523809526,0.16370590307483268,0.32477097179809594,0.6279835390946502
enhancer,11,depth_matched,112,0.18942177041920386,pDC,pDC,0.5000000000000001,0.18942177041920386,0.3338422848931202,0.6502057613168725
enhancer,11,cpm_mean,112,0.16415882441749283,pDC,pDC,0.2142857142857143,0.16415882441749283,0.30698760553260285,0.6090534979423868
enhancer,11,archr_style,112,0.1973730562125711,pDC,pDC,0.19047619047619052,0.1973730562125711,0.3287228309682055,0.6452674897119342
enhancer,12,raw_mean,112,0.4397866237230134,pDC,pDC,0.6904761904761906,0.4397866237230134,0.343183042931561,0.6576131687242799
enhancer,12,zscale_mean,112,0.4471340143928338,pDC,pDC,0.7619047619047621,0.4471340143928338,0.3441710077240884,0.6617283950617284
enhancer,12,lognorm_mean,112,0.20401590257158672,pDC,pDC,0.14285714285714288,0.20401590257158672,0.3220765223639303,0.6493827160493827
enhancer,12,pseudobulk_cpm,112,0.15479845000251624,pDC,pDC,0.023809523809523815,0.15479845000251624,0.31282557930662835,0.6189300411522634
enhancer,12,depth_matched,112,0.19218962306879372,pDC,pDC,0.3571428571428572,0.19218962306879372,0.3183941081372373,0.6493827160493827
enhancer,12,cpm_mean,112,0.15912636505460218,pDC,pDC,0.28571428571428575,0.15912636505460218,0.28758756960661036,0.5901234567901235
enhancer,12,archr_style,112,0.20401590257158672,pDC,pDC,0.14285714285714288,0.20401590257158672,0.3220765223639303,0.6493827160493827
enhancer,13,raw_mean,112,0.4199084092395954,pDC,pDC,0.6666666666666669,0.4199084092395954,0.315520028740794,0.6131687242798354
enhancer,13,zscale_mean,112,0.42031100598862664,pDC,pDC,0.6666666666666669,0.42031100598862664,0.3157894736842105,0.6148148148148148
enhancer,13,lognorm_mean,112,0.20673343062754768,pDC,pDC,0.19047619047619052,0.20673343062754768,0.32620801149631756,0.6477366255144033
enhancer,13,pseudobulk_cpm,112,0.16194454229782093,pDC,pDC,0.023809523809523815,0.16194454229782093,0.32288485719418,0.6238683127572017
enhancer,13,depth_matched,112,0.20698505359569222,pDC,pDC,0.4761904761904762,0.20698505359569222,0.3326746901383151,0.6436213991769547
enhancer,13,cpm_mean,112,0.16063610286346938,pDC,pDC,0.11904761904761905,0.16063610286346938,0.29764684749416204,0.6106995884773663
enhancer,13,archr_style,112,0.20663278144028988,pDC,pDC,0.19047619047619052,0.20663278144028988,0.32620801149631756,0.6477366255144033
enhancer,14,raw_mean,112,0.4439132404005838,pDC,pDC,0.7380952380952381,0.4439132404005838,0.34048859349739535,0.6534979423868312
enhancer,14,zscale_mean,112,0.44537265361582207,pDC,pDC,0.7380952380952381,0.44537265361582207,0.34093766840308964,0.660082304526749
enhancer,14,lognorm_mean,112,0.20009058426853202,pDC,pDC,0.4047619047619048,0.20009058426853202,0.3213580025148195,0.6559670781893004
enhancer,14,pseudobulk_cpm,112,0.16043480448895375,pDC,pDC,0.11904761904761905,0.16043480448895375,0.3153403987785163,0.6296296296296297
enhancer,14,depth_matched,112,0.1928941673795984,pDC,pDC,0.6666666666666669,0.1928941673795984,0.3207292976468475,0.642798353909465
enhancer,14,cpm_mean,112,0.16063610286346938,pDC,pDC,0.04761904761904763,0.16063610286346938,0.3006107418717442,0.6008230452674898
enhancer,14,archr_style,112,0.19998993508127422,pDC,pDC,0.4047619047619048,0.19998993508127422,0.3213580025148195,0.6559670781893004
enhancer,15,raw_mean,112,0.40833375270494693,pDC,pDC,0.9523809523809524,0.40833375270494693,0.31569965870307165,0.6123456790123457
enhancer,15,zscale_mean,112,0.4106486840118766,pDC,pDC,0.9523809523809524,0.4106486840118766,0.315520028740794,0.6123456790123457
enhancer,15,lognorm_mean,112,0.20039253183030548,pDC,pDC,0.38095238095238104,0.20039253183030548,0.3200107777977367,0.6395061728395062
enhancer,15,pseudobulk_cpm,112,0.1614916209551608,pDC,pDC,-0.09523809523809526,0.1614916209551608,0.31381354409915574,0.6189300411522634
enhancer,15,depth_matched,112,0.19244124603693824,B,pDC,0.6190476190476191,0.18922047204468823,0.31282557930662835,0.6230452674897119
enhancer,15,cpm_mean,112,0.1623974636404811,pDC,pDC,-0.023809523809523815,0.1623974636404811,0.303844081192743,0.6041152263374485
enhancer,15,archr_style,112,0.20029188264304765,pDC,pDC,0.38095238095238104,0.20029188264304765,0.3200107777977367,0.6395061728395062
enhancer,16,raw_mean,112,0.3664133662120678,pDC,pDC,0.8095238095238096,0.3664133662120678,0.3209089276091252,0.6246913580246913
enhancer,16,zscale_mean,112,0.36948316642343115,pDC,pDC,0.8095238095238096,0.36948316642343115,0.32063948266570863,0.6255144032921811
enhancer,16,lognorm_mean,112,0.19455487896935234,pDC,pDC,0.4761904761904762,0.19455487896935234,0.3248607867792348,0.6469135802469136
enhancer,16,pseudobulk_cpm,112,0.15479845000251624,pDC,pDC,0.04761904761904763,0.15479845000251624,0.313633914136878,0.6255144032921811
enhancer,16,depth_matched,112,0.202254541794575,B,pDC,0.7619047619047621,0.18911982285743043,0.3270163463265673,0.6502057613168725
enhancer,16,cpm_mean,112,0.1569624075285592,pDC,pDC,0.023809523809523815,0.1569624075285592,0.28875516436141546,0.5925925925925926
enhancer,16,archr_style,112,0.19450455437572342,pDC,pDC,0.4761904761904762,0.19450455437572342,0.3248607867792348,0.6469135802469136
enhancer,17,raw_mean,112,0.39691006995118516,pDC,pDC,0.7619047619047621,0.39691006995118516,0.3121070594575175,0.6139917695473252
enhancer,17,zscale_mean,112,0.4011876604096422,pDC,pDC,0.7619047619047621,0.4011876604096422,0.31264594934435064,0.6189300411522634
enhancer,17,lognorm_mean,112,0.19480650193749685,pDC,pDC,0.023809523809523815,0.19480650193749685,0.32692653134542843,0.6493827160493827
enhancer,17,pseudobulk_cpm,112,0.15112475466760605,pDC,pDC,0.07142857142857144,0.15112475466760605,0.32333393209987427,0.6288065843621399
enhancer,17,depth_matched,112,0.19380001006491873,pDC,pDC,0.09523809523809526,0.19380001006491873,0.3230644871564577,0.6452674897119342
enhancer,17,cpm_mean,112,0.15474812540888733,pDC,pDC,0.09523809523809526,0.15474812540888733,0.298904257230106,0.5991769547325103
enhancer,17,archr_style,112,0.19480650193749685,pDC,pDC,0.023809523809523815,0.19480650193749685,0.32692653134542843,0.6493827160493827
enhancer,18,raw_mean,112,0.33541341653666146,pDC,pDC,0.4761904761904762,0.33541341653666146,0.32198670738279145,0.6386831275720165
enhancer,18,zscale_mean,112,0.34371697448543104,pDC,pDC,0.4761904761904762,0.34371697448543104,0.3244117118735405,0.6419753086419753
enhancer,18,lognorm_mean,112,0.19249157063056715,pDC,pDC,-0.14285714285714288,0.19249157063056715,0.31866355308065386,0.6411522633744856
enhancer,18,pseudobulk_cpm,112,0.16335363091943034,pDC,pDC,0.11904761904761905,0.16335363091943034,0.3195617028920424,0.6238683127572017
enhancer,18,depth_matched,112,0.18252730109204368,pDC,pDC,0.19047619047619052,0.18252730109204368,0.32081911262798635,0.6419753086419753
enhancer,18,cpm_mean,112,0.16365557848120377,pDC,pDC,0.19047619047619052,0.16365557848120377,0.29692832764505117,0.6049382716049383
enhancer,18,archr_style,112,0.19239092144330935,pDC,pDC,-0.14285714285714288,0.19239092144330935,0.31866355308065386,0.6411522633744856
enhancer,19,raw_mean,112,0.4638417794776307,pDC,pDC,0.8333333333333335,0.4638417794776307,0.3277348661756781,0.6304526748971193
enhancer,19,zscale_mean,112,0.4659050878164159,pDC,pDC,0.8333333333333335,0.4659050878164159,0.32800431111909467,0.6337448559670782
enhancer,19,lognorm_mean,112,0.20160032207739922,pDC,pDC,0.261904761904762,0.20160032207739922,0.3213580025148195,0.6436213991769547
enhancer,19,pseudobulk_cpm,112,0.16219616526596548,pDC,pDC,0.09523809523809526,0.16219616526596548,0.3150709538350997,0.6238683127572017
enhancer,19,depth_matched,112,0.20738765034472348,pDC,pDC,0.4047619047619048,0.20738765034472348,0.31983114783545896,0.6378600823045267
enhancer,19,cpm_mean,112,0.1593276634291178,pDC,pDC,0.023809523809523815,0.1593276634291178,0.29459313813544097,0.6024691358024692
enhancer,19,archr_style,112,0.20149967289014142,pDC,pDC,0.261904761904762,0.20149967289014142,0.3213580025148195,0.6436213991769547
