cohort,target_depth,spread,deep_type,seed,method,n_cells,n_genes_expressed,realised_spread,top_share,top_type,deep_wins,deep_type_share,shallowest_type,rho_depth_share,p_depth_share,rho_detection_share,markers_correct,markers_total,perm_p,null_mean,per_lineage
HCC,5629.6,1,B_cell,1,cpm_mean,12029,58276,1.0032119750976562,0.2929336261926007,Hepatocyte,0.0,0.15291028896973025,CD4_T,,,0.2,20,22,0.0,5.088,B_cell 5/5; Hepatocyte 4/5; Macrophage 6/6; NK_cytotoxic_T 5/6
HCC,5629.6,2,B_cell,1,raw_mean,12029,58146,2.016146421432495,0.4072851098957796,Hepatocyte,0.0,0.3321122691156743,CD4_T,0.7714285714285715,0.07239650145772594,0.7714285714285715,20,22,0.0,5.522,B_cell 5/5; Hepatocyte 4/5; Macrophage 5/6; NK_cytotoxic_T 6/6
HCC,5629.6,2,B_cell,1,zscale_mean,12029,58146,2.016146421432495,0.4136999965603825,Hepatocyte,0.0,0.3257833728889348,CD4_T,0.7714285714285715,0.07239650145772594,0.7714285714285715,20,22,0.0,5.468,B_cell 5/5; Hepatocyte 4/5; Macrophage 5/6; NK_cytotoxic_T 6/6
HCC,5629.6,2,B_cell,1,lognorm_mean,12029,58146,2.016146421432495,0.35613799745468305,Hepatocyte,0.0,0.22262924362810854,CD4_T,0.7142857142857143,0.11078717201166179,0.7142857142857143,20,22,0.0,5.113,B_cell 5/5; Hepatocyte 4/5; Macrophage 6/6; NK_cytotoxic_T 5/6
HCC,5629.6,2,B_cell,1,pseudobulk_cpm,12029,58146,2.016146421432495,0.28860110755683965,Hepatocyte,0.0,0.14625253671791696,CD4_T,0.3142857142857143,0.5440932944606415,0.3142857142857143,20,22,0.0,5.044,B_cell 5/5; Hepatocyte 4/5; Macrophage 6/6; NK_cytotoxic_T 5/6
HCC,5629.6,2,B_cell,1,cpm_mean,12029,58146,2.016146421432495,0.2849035187287174,Hepatocyte,0.0,0.14850548618993567,CD4_T,0.3142857142857143,0.5440932944606415,0.3142857142857143,19,22,0.0,5.062,B_cell 4/5; Hepatocyte 4/5; Macrophage 6/6; NK_cytotoxic_T 5/6
HCC,5629.6,5,B_cell,1,raw_mean,12029,57999,5.014719009399414,0.4681115191641235,B_cell,1.0,0.4681115191641235,Endothelial_stromal,0.8285714285714287,0.04156268221574335,0.8285714285714287,16,22,0.0,4.6595,B_cell 5/5; Hepatocyte 4/5; Macrophage 5/6; NK_cytotoxic_T 2/6
HCC,5629.6,5,B_cell,1,zscale_mean,12029,57999,5.014719009399414,0.4602837979965172,B_cell,1.0,0.4602837979965172,Endothelial_stromal,0.8285714285714287,0.04156268221574335,0.8285714285714287,18,22,0.0,4.9515,B_cell 5/5; Hepatocyte 4/5; Macrophage 6/6; NK_cytotoxic_T 3/6
HCC,5629.6,5,B_cell,1,lognorm_mean,12029,57999,5.014719009399414,0.3487301505198365,B_cell,1.0,0.3487301505198365,Endothelial_stromal,0.7714285714285715,0.07239650145772594,0.7714285714285715,20,22,0.0,5.3065,B_cell 4/5; Hepatocyte 5/5; Macrophage 6/6; NK_cytotoxic_T 5/6
HCC,5629.6,5,B_cell,1,pseudobulk_cpm,12029,57999,5.014719009399414,0.274384041104157,Hepatocyte,0.0,0.14112312281246228,Endothelial_stromal,0.028571428571428574,0.9571545189504373,0.028571428571428574,19,22,0.0,5.45,B_cell 4/5; Hepatocyte 4/5; Macrophage 6/6; NK_cytotoxic_T 5/6
HCC,5629.6,5,B_cell,1,cpm_mean,12029,57999,5.014719009399414,0.26848738771358127,Hepatocyte,0.0,0.14233004017310644,Endothelial_stromal,0.028571428571428574,0.9571545189504373,0.028571428571428574,19,22,0.0,5.411,B_cell 4/5; Hepatocyte 4/5; Macrophage 6/6; NK_cytotoxic_T 5/6
