cohort,mixture_variant,geneset,method,truth,rmse_mean,rmse_sd,r_mean,r_sd,bias_deepest_mean,bias_deepest_sd,deepest_type,n_genes_mean,n_degenerate
LUAD,cellnorm,common,pseudobulk_cpm,fragfrac,0.13994725925406812,0.007938548957154259,0.6400529212284815,0.05198447904405726,-0.1334135911737421,0.009646129784948745,T_NK,1200.0,0
LUAD,cellnorm,common,raw_mean,cellfrac,0.15310729291392497,0.014367640111087189,0.6344731983458914,0.08025224439266174,-0.12412226073774778,0.005465913691031416,T_NK,1200.0,0
LUAD,cellnorm,common,raw_mean,fragfrac,0.19432963175276352,0.00966344301424321,0.3953709354170845,0.06521679786725341,-0.15251513956609034,0.006861087334813706,T_NK,1200.0,0
LUAD,cellnorm,common,zscale_mean,cellfrac,0.16570641624028412,0.0011785061440480545,0.11181308151411078,0.03728068729366123,0.15330078127094487,0.005173971036515867,T_NK,1200.0,0
LUAD,cellnorm,common,zscale_mean,fragfrac,0.15052261426221258,0.00453437105138515,0.3191138141764303,0.023939353112111973,0.1249079024426023,0.004172869476349762,T_NK,1200.0,0
LUAD,cellnorm,own,cpm_mean,cellfrac,0.028190542576296912,0.0030997879401039596,0.9806260430702233,0.0043497574833999,0.004417454622243407,0.0027272899687182614,T_NK,1200.0,0
LUAD,cellnorm,own,cpm_mean,fragfrac,0.0565427606617255,0.002272105205234031,0.9248480715115583,0.013789899448464182,-0.02397542420609915,0.0011919240986240363,T_NK,1200.0,0
LUAD,cellnorm,own,depth_matched,cellfrac,0.03923238707254137,0.002640664301930441,0.9637227778299023,0.00690014982323097,-0.018176654822220976,0.002675596288395002,T_NK,1200.0,0
LUAD,cellnorm,own,depth_matched,fragfrac,0.08047116305695136,0.005787803076712534,0.8509844011026472,0.03203165990639338,-0.046569533650563544,0.004408103493795488,T_NK,1200.0,0
LUAD,cellnorm,own,lognorm_mean,cellfrac,0.08522712316337606,0.033474758345866426,0.8529747022060974,0.10773749338795376,-0.04759169230083459,0.03176354267915325,T_NK,1199.3333333333333,0
LUAD,cellnorm,own,lognorm_mean,fragfrac,0.12707319324334143,0.030713700835474065,0.6802392281480328,0.14461245933088362,-0.07598457112917716,0.03255023716287394,T_NK,1199.3333333333333,0
LUAD,cellnorm,own,lognorm_mean_expm1,cellfrac,0.05486925886400851,0.00028009106022403556,0.9285709969940797,0.003957400838168677,-0.05049018783352641,0.0027998825784795065,T_NK,1200.0,0
LUAD,cellnorm,own,lognorm_mean_expm1,fragfrac,0.09423901251356381,0.00445787442927556,0.7952524920466852,0.029525290669424192,-0.07888306666186895,0.0013908636817163455,T_NK,1200.0,0
LUAD,cellnorm,own,pseudobulk_cpm,cellfrac,0.06170234267293371,0.003692160154517635,0.9310547857256183,0.007542590134753579,-0.057919147839936645,0.004470558124215517,T_NK,1200.0,0
LUAD,cellnorm,own,pseudobulk_cpm,fragfrac,0.09810209682286032,0.0068805223375972896,0.811573527350539,0.026757589152593717,-0.08631202666827924,0.006202907436291249,T_NK,1200.0,0
LUAD,cellnorm,own,raw_mean,cellfrac,0.10831231726608505,0.00300388255633704,0.796696397442465,0.007198704512996878,-0.08630057813461778,0.0059788301871800545,T_NK,1188.6666666666667,0
LUAD,cellnorm,own,raw_mean,fragfrac,0.15092038315038603,0.007135531829969486,0.5899251164429867,0.025744882918654184,-0.11469345696296034,0.007344503088917758,T_NK,1188.6666666666667,0
LUAD,cellnorm,own,zscale_mean,cellfrac,0.16668575395757412,0.0019358720802209596,0.07221254231960751,0.03111220111604895,0.13270552418637016,0.00464385793995829,T_NK,1200.0,0
LUAD,cellnorm,own,zscale_mean,fragfrac,0.15234581000802386,0.006255306230101439,0.2832411622505285,0.017314629997482393,0.10431264535802764,0.004842511606285398,T_NK,1200.0,0
LUAD,rawsum,common,cpm_mean,cellfrac,0.12549678444568776,0.005669774025563467,0.6526332472109339,0.056659435853455196,0.14074970234364603,0.007693862549001074,T_NK,1200.0,0
LUAD,rawsum,common,cpm_mean,fragfrac,0.08636548662102476,0.002230817216579673,0.8406408399422234,0.023042661217138497,0.11235682351530345,0.006087706026144696,T_NK,1200.0,0
