cohort,mixture_variant,geneset,method,cell_type,bias_cellfrac,bias_fragfrac,mean_true_cellfrac,mean_true_fragfrac,mean_est,median_true_depth,is_deepest
COAD,cellnorm,own,depth_matched,Endothelial,0.011978438331592109,0.04481993996601957,0.13625333333333334,0.10341183169890587,0.14823177166492543,2353.0,0
COAD,cellnorm,own,depth_matched,Epithelial,0.007364556154681067,-0.02435427001934598,0.11710666666666666,0.1488254928406937,0.12447122282134773,4641.0,0
COAD,cellnorm,own,depth_matched,Fibroblast,-0.07044973622842689,0.01187810771033488,0.11417999999999999,0.03185215606123823,0.0437302637715731,523.0,0
COAD,cellnorm,own,depth_matched,Macrophage,0.0018297214112552695,0.1061960306932646,0.12586,0.021493690717990684,0.12768972141125526,582.5,0
COAD,cellnorm,own,depth_matched,Mast,0.03392736245428976,-0.2532125226562567,0.13228666666666666,0.4194265517772131,0.16621402912095642,19223.0,1
COAD,cellnorm,own,depth_matched,Other_Myeloid,-0.002702058299205936,0.04243595528616202,0.11458666666666666,0.0694486530812987,0.11188460836746074,708.5,0
COAD,cellnorm,own,depth_matched,T_NK,0.018413451402927775,0.1312352022366699,0.13359333333333334,0.020771582499591205,0.1520067847362611,552.0,0
COAD,cellnorm,own,lognorm_mean,B_cell,-0.06754796916907331,-0.12618467715880843,0.12613333333333335,0.18477004132306848,0.05858536416426003,6151.5,0
COAD,cellnorm,own,lognorm_mean,Endothelial,0.01883853044542938,0.051680032079856844,0.13625333333333334,0.10341183169890587,0.15509186377876272,2353.0,0
COAD,cellnorm,own,lognorm_mean,Epithelial,-0.004093273498415813,-0.03581209967244286,0.11710666666666666,0.1488254928406937,0.11301339316825086,4641.0,0
COAD,cellnorm,own,lognorm_mean,Fibroblast,-0.032077999926614795,0.05024984401214697,0.11417999999999999,0.03185215606123823,0.0821020000733852,523.0,0
COAD,cellnorm,own,lognorm_mean,Macrophage,0.08709253983877846,0.19145884912078778,0.12586,0.021493690717990684,0.21295253983877846,582.5,0
COAD,cellnorm,own,lognorm_mean,Mast,-0.092414141702913,-0.37955402681345946,0.13228666666666666,0.4194265517772131,0.03987252496375367,19223.0,1
COAD,cellnorm,own,lognorm_mean,Other_Myeloid,-0.02077730563469262,0.02436070795067534,0.11458666666666666,0.0694486530812987,0.09380936103197406,708.5,0
COAD,cellnorm,own,lognorm_mean,T_NK,0.11097961964750169,0.22380137048124382,0.13359333333333334,0.020771582499591205,0.24457295298083503,552.0,0
COAD,cellnorm,own,lognorm_mean_expm1,B_cell,-0.05153183479770179,-0.11016854278743693,0.12613333333333335,0.18477004132306848,0.07460149853563154,6151.5,0
COAD,cellnorm,own,lognorm_mean_expm1,Endothelial,-0.027403452260139894,0.005438049374287578,0.13625333333333334,0.10341183169890587,0.10884988107319345,2353.0,0
COAD,cellnorm,own,lognorm_mean_expm1,Epithelial,0.008154347521570893,-0.023564478652456155,0.11710666666666666,0.1488254928406937,0.12526101418823757,4641.0,0
COAD,cellnorm,own,lognorm_mean_expm1,Fibroblast,0.0034958417435142068,0.08582368568227598,0.11417999999999999,0.03185215606123823,0.1176758417435142,523.0,0
COAD,cellnorm,own,lognorm_mean_expm1,Macrophage,0.08378526833561191,0.18815157761762122,0.12586,0.021493690717990684,0.20964526833561192,582.5,0
COAD,cellnorm,own,lognorm_mean_expm1,Mast,-0.07954217169899437,-0.36668205680954086,0.13228666666666666,0.4194265517772131,0.052744494967672306,19223.0,1
COAD,cellnorm,own,lognorm_mean_expm1,Other_Myeloid,-0.022805075671506893,0.022332937913861067,0.11458666666666666,0.0694486530812987,0.09178159099515977,708.5,0
COAD,cellnorm,own,lognorm_mean_expm1,T_NK,0.08584707682764593,0.19866882766138805,0.13359333333333334,0.020771582499591205,0.21944041016097926,552.0,0
COAD,cellnorm,own,pseudobulk_cpm,B_cell,-0.034165245231052195,-0.09280195322078733,0.12613333333333335,0.18477004132306848,0.09196808810228115,6151.5,0
COAD,cellnorm,own,pseudobulk_cpm,Endothelial,0.15955880995681002,0.19240031159123747,0.13625333333333334,0.10341183169890587,0.2958121432901433,2353.0,0
COAD,cellnorm,own,pseudobulk_cpm,Epithelial,-0.0885430226685182,-0.12026184884254523,0.11710666666666666,0.1488254928406937,0.02856364399814847,4641.0,0
COAD,cellnorm,own,pseudobulk_cpm,Fibroblast,-0.07459842243297901,0.007729421505782762,0.11417999999999999,0.03185215606123823,0.039581577567020985,523.0,0
COAD,cellnorm,own,pseudobulk_cpm,Macrophage,0.025795225539741014,0.13016153482175033,0.12586,0.021493690717990684,0.151655225539741,582.5,0
COAD,cellnorm,own,pseudobulk_cpm,Mast,-0.046023779102508044,-0.3331636642130545,0.13228666666666666,0.4194265517772131,0.08626288756415863,19223.0,1
COAD,cellnorm,own,pseudobulk_cpm,Other_Myeloid,-0.015657989906668283,0.02948002367869968,0.11458666666666666,0.0694486530812987,0.09892867675999838,708.5,0
COAD,cellnorm,own,pseudobulk_cpm,T_NK,0.07363442384517471,0.18645617467891681,0.13359333333333334,0.020771582499591205,0.20722775717850803,552.0,0
COAD,cellnorm,own,raw_mean,B_cell,-0.10592018872567179,-0.1645568967154069,0.12613333333333335,0.18477004132306848,0.02021314460766155,6151.5,0
COAD,cellnorm,own,raw_mean,Endothelial,0.00831407741109999,0.04115557904552746,0.13625333333333334,0.10341183169890587,0.1445674107444333,2353.0,0
COAD,cellnorm,own,raw_mean,Epithelial,-0.10957694980649679,-0.14129577598052384,0.11710666666666666,0.1488254928406937,0.007529716860169874,4641.0,0
COAD,cellnorm,own,raw_mean,Fibroblast,-0.07314947083297256,0.009178373105789214,0.11417999999999999,0.03185215606123823,0.04103052916702744,523.0,0
COAD,cellnorm,own,raw_mean,Macrophage,0.19873969104018396,0.30310600032219326,0.12586,0.021493690717990684,0.324599691040184,582.5,0
COAD,cellnorm,own,raw_mean,Mast,-0.1268617147063016,-0.41400159981684803,0.13228666666666666,0.4194265517772131,0.005424951960365073,19223.0,1
COAD,cellnorm,own,raw_mean,Other_Myeloid,-0.05962250523149002,-0.014484491646122066,0.11458666666666666,0.0694486530812987,0.054964161435176635,708.5,0
COAD,cellnorm,own,raw_mean,T_NK,0.2680770608516488,0.3808988116853909,0.13359333333333334,0.020771582499591205,0.4016703941849821,552.0,0
COAD,cellnorm,own,zscale_mean,B_cell,-0.03005885519446834,-0.08869556318420348,0.12613333333333335,0.18477004132306848,0.096074478138865,6151.5,0
COAD,cellnorm,own,zscale_mean,Endothelial,-0.06760196951636074,-0.03476046788193328,0.13625333333333334,0.10341183169890587,0.06865136381697258,2353.0,0
COAD,cellnorm,own,zscale_mean,Epithelial,0.35138177107086244,0.31966294489683544,0.11710666666666666,0.1488254928406937,0.4684884377375291,4641.0,0
COAD,cellnorm,own,zscale_mean,Fibroblast,-0.11417999999999999,-0.03185215606123823,0.11417999999999999,0.03185215606123823,0.0,523.0,0
COAD,cellnorm,own,zscale_mean,Macrophage,-0.12245254295069366,-0.018086233668684327,0.12586,0.021493690717990684,0.003407457049306357,582.5,0
COAD,cellnorm,own,zscale_mean,Mast,0.2034056601462985,-0.08373422496424794,0.13228666666666666,0.4194265517772131,0.3356923268129652,19223.0,1
COAD,cellnorm,own,zscale_mean,Other_Myeloid,-0.09755267785139929,-0.052414664266031336,0.11458666666666666,0.0694486530812987,0.01703398881526737,708.5,0
COAD,cellnorm,own,zscale_mean,T_NK,-0.12294138570423895,-0.01011963487049682,0.13359333333333334,0.020771582499591205,0.010651947629094388,552.0,0
COAD,rawsum,common,cpm_mean,B_cell,-0.005179464044708825,-0.06381617203444395,0.12613333333333335,0.18477004132306848,0.1209538692886245,6151.5,0
COAD,rawsum,common,cpm_mean,Endothelial,-0.09491142641236351,-0.06206992477793604,0.13625333333333334,0.10341183169890587,0.041341906920969826,2353.0,0
COAD,rawsum,common,cpm_mean,Epithelial,-0.02735905742343175,-0.059077883597458795,0.11710666666666666,0.1488254928406937,0.08974760924323491,4641.0,0
COAD,rawsum,common,cpm_mean,Fibroblast,0.18858378713853752,0.2709116310772993,0.11417999999999999,0.03185215606123823,0.3027637871385375,523.0,0
COAD,rawsum,common,cpm_mean,Macrophage,-0.11631275936868157,-0.01194645008667225,0.12586,0.021493690717990684,0.009547240631318435,582.5,0
COAD,rawsum,common,cpm_mean,Mast,0.22387922490005938,-0.06326066021048708,0.13228666666666666,0.4194265517772131,0.356165891566726,19223.0,1
COAD,rawsum,common,cpm_mean,Other_Myeloid,-0.04621312322818524,-0.0010751096428172806,0.11458666666666666,0.0694486530812987,0.06837354343848143,708.5,0
COAD,rawsum,common,cpm_mean,T_NK,-0.12248718156122602,-0.009665430727483885,0.13359333333333334,0.020771582499591205,0.01110615177210732,552.0,0
COAD,rawsum,common,depth_matched,B_cell,0.005773126448580019,-0.05286358154115512,0.12613333333333335,0.18477004132306848,0.13190645978191334,6151.5,0
COAD,rawsum,common,depth_matched,Endothelial,-0.08923219011154834,-0.05639068847712088,0.13625333333333334,0.10341183169890587,0.04702114322178498,2353.0,0
COAD,rawsum,common,depth_matched,Epithelial,-0.015289145403895003,-0.04700797157792205,0.11710666666666666,0.1488254928406937,0.10181752126277166,4641.0,0
COAD,rawsum,common,depth_matched,Fibroblast,0.21226723971103947,0.2945950836498013,0.11417999999999999,0.03185215606123823,0.32644723971103945,523.0,0
COAD,rawsum,common,depth_matched,Macrophage,-0.11477594265543435,-0.010409633373425046,0.12586,0.021493690717990684,0.01108405734456564,582.5,0
COAD,rawsum,common,depth_matched,Mast,0.173972427122528,-0.11316745798801847,0.13228666666666666,0.4194265517772131,0.30625909378919464,19223.0,1
COAD,rawsum,common,depth_matched,Other_Myeloid,-0.05295151887692217,-0.007813505291554208,0.11458666666666666,0.0694486530812987,0.0616351477897445,708.5,0
COAD,rawsum,common,depth_matched,T_NK,-0.11976399623434764,-0.006942245400605496,0.13359333333333334,0.020771582499591205,0.013829337098985709,552.0,0
COAD,rawsum,common,lognorm_mean,B_cell,5.071007534871511e-05,-0.05858599791438643,0.12613333333333335,0.18477004132306848,0.12618404340868206,6151.5,0
COAD,rawsum,common,lognorm_mean,Endothelial,-0.07181736663677576,-0.0389758650023483,0.13625333333333334,0.10341183169890587,0.06443596669655757,2353.0,0
COAD,rawsum,common,lognorm_mean,Epithelial,-0.008315314583672326,-0.04003414075769937,0.11710666666666666,0.1488254928406937,0.10879135208299433,4641.0,0
COAD,rawsum,common,lognorm_mean,Fibroblast,0.23528515579669645,0.3176129997354582,0.11417999999999999,0.03185215606123823,0.3494651557966964,523.0,0
COAD,rawsum,common,lognorm_mean,Macrophage,-0.09807160406670651,0.006294705215302804,0.12586,0.021493690717990684,0.02778839593329349,582.5,0
COAD,rawsum,common,lognorm_mean,Mast,0.080130723155486,-0.20700916195506044,0.13228666666666666,0.4194265517772131,0.21241738982215266,19223.0,1
COAD,rawsum,common,lognorm_mean,Other_Myeloid,-0.03601001442070518,0.009127999164662781,0.11458666666666666,0.0694486530812987,0.0785766522459615,708.5,0
COAD,rawsum,common,lognorm_mean,T_NK,-0.10125228931967137,0.011569461514070747,0.13359333333333334,0.020771582499591205,0.03234104401366195,552.0,0
COAD,rawsum,common,lognorm_mean_expm1,B_cell,-0.001012893523763972,-0.059649601513499115,0.12613333333333335,0.18477004132306848,0.12512043980956936,6151.5,0
COAD,rawsum,common,lognorm_mean_expm1,Endothelial,-0.0983461560496225,-0.06550465441519503,0.13625333333333334,0.10341183169890587,0.03790717728371084,2353.0,0
COAD,rawsum,common,lognorm_mean_expm1,Epithelial,-0.00806308876650069,-0.03978191494052774,0.11710666666666666,0.1488254928406937,0.10904357790016597,4641.0,0
COAD,rawsum,common,lognorm_mean_expm1,Fibroblast,0.2902472279784955,0.37257507191725725,0.11417999999999999,0.03185215606123823,0.40442722797849545,523.0,0
COAD,rawsum,common,lognorm_mean_expm1,Macrophage,-0.10034201217963137,0.004024297102377947,0.12586,0.021493690717990684,0.025517987820368633,582.5,0
COAD,rawsum,common,lognorm_mean_expm1,Mast,0.06353053723637533,-0.22360934787417114,0.13228666666666666,0.4194265517772131,0.195817203903042,19223.0,1
COAD,rawsum,common,lognorm_mean_expm1,Other_Myeloid,-0.041058179625818564,0.0040798339595494015,0.11458666666666666,0.0694486530812987,0.0735284870408481,708.5,0
COAD,rawsum,common,lognorm_mean_expm1,T_NK,-0.10495543506953373,0.007866315764208407,0.13359333333333334,0.020771582499591205,0.028637898263799613,552.0,0
COAD,rawsum,common,pseudobulk_cpm,B_cell,0.05798421095106268,-0.0006524970386724583,0.12613333333333335,0.18477004132306848,0.184117544284396,6151.5,0
COAD,rawsum,common,pseudobulk_cpm,Endothelial,-0.036019818538381126,-0.0031783169039536624,0.13625333333333334,0.10341183169890587,0.1002335147949522,2353.0,0
COAD,rawsum,common,pseudobulk_cpm,Epithelial,0.03205058319795835,0.00033175702393130227,0.11710666666666666,0.1488254928406937,0.14915724986462503,4641.0,0
COAD,rawsum,common,pseudobulk_cpm,Fibroblast,-0.05199961454921819,0.03032822938954358,0.11417999999999999,0.03185215606123823,0.06218038545078181,523.0,0
COAD,rawsum,common,pseudobulk_cpm,Macrophage,-0.11053237467355172,-0.0061660653915424,0.12586,0.021493690717990684,0.015327625326448286,582.5,0
COAD,rawsum,common,pseudobulk_cpm,Mast,0.26600096975845156,-0.02113891535209489,0.13228666666666666,0.4194265517772131,0.3982876364251182,19223.0,1
COAD,rawsum,common,pseudobulk_cpm,Other_Myeloid,-0.04453225003345743,0.0006057635519105371,0.11458666666666666,0.0694486530812987,0.07005441663320924,708.5,0
COAD,rawsum,common,pseudobulk_cpm,T_NK,-0.11295170611286413,-0.00012995527912200983,0.13359333333333334,0.020771582499591205,0.020641627220469198,552.0,0
COAD,rawsum,common,raw_mean,B_cell,-0.0009255829294282155,-0.05956229091916336,0.12613333333333335,0.18477004132306848,0.1252077504039051,6151.5,0
COAD,rawsum,common,raw_mean,Endothelial,-0.012633501465045598,0.02020800016938187,0.13625333333333334,0.10341183169890587,0.12361983186828773,2353.0,0
COAD,rawsum,common,raw_mean,Epithelial,-0.005212766309861795,-0.036931592483888845,0.11710666666666666,0.1488254928406937,0.11189390035680487,4641.0,0
COAD,rawsum,common,raw_mean,Fibroblast,0.0775605066390564,0.15988835057781817,0.11417999999999999,0.03185215606123823,0.19174050663905642,523.0,0
COAD,rawsum,common,raw_mean,Macrophage,-0.03251784909351173,0.07184846018849758,0.12586,0.021493690717990684,0.09334215090648827,582.5,0
COAD,rawsum,common,raw_mean,Mast,-0.012723890248952891,-0.2998637753594994,0.13228666666666666,0.4194265517772131,0.11956277641771376,19223.0,1
COAD,rawsum,common,raw_mean,Other_Myeloid,-0.00886300407404157,0.03627500951132639,0.11458666666666666,0.0694486530812987,0.10572366259262508,708.5,0
COAD,rawsum,common,raw_mean,T_NK,-0.0046839125182146155,0.10813783831552752,0.13359333333333334,0.020771582499591205,0.12890942081511872,552.0,0
COAD,rawsum,common,zscale_mean,B_cell,0.11972058196745036,0.06108387397771522,0.12613333333333335,0.18477004132306848,0.24585391530078368,6151.5,0
COAD,rawsum,common,zscale_mean,Endothelial,0.03141843827107643,0.0642599399055039,0.13625333333333334,0.10341183169890587,0.16767177160440977,2353.0,0
COAD,rawsum,common,zscale_mean,Epithelial,-0.0034901509737999235,-0.035208977147826975,0.11710666666666666,0.1488254928406937,0.11361651569286674,4641.0,0
COAD,rawsum,common,zscale_mean,Fibroblast,-0.11366265369325802,-0.031334809754496235,0.11417999999999999,0.03185215606123823,0.0005173463067419869,523.0,0
COAD,rawsum,common,zscale_mean,Macrophage,-0.1242994595173082,-0.019933150235298885,0.12586,0.021493690717990684,0.001560540482691799,582.5,0
COAD,rawsum,common,zscale_mean,Mast,0.3048521724949333,0.017712287384386793,0.13228666666666666,0.4194265517772131,0.4371388391615999,19223.0,1
COAD,rawsum,common,zscale_mean,Other_Myeloid,-0.09337888492734098,-0.048240871341973024,0.11458666666666666,0.0694486530812987,0.021207781739325682,708.5,0
COAD,rawsum,common,zscale_mean,T_NK,-0.12116004362175291,-0.00833829278801079,0.13359333333333334,0.020771582499591205,0.012433289711580416,552.0,0
COAD,rawsum,own,cpm_mean,B_cell,-0.005179464044708825,-0.06381617203444395,0.12613333333333335,0.18477004132306848,0.1209538692886245,6151.5,0
COAD,rawsum,own,cpm_mean,Endothelial,-0.09491142641236351,-0.06206992477793604,0.13625333333333334,0.10341183169890587,0.041341906920969826,2353.0,0
COAD,rawsum,own,cpm_mean,Epithelial,-0.02735905742343175,-0.059077883597458795,0.11710666666666666,0.1488254928406937,0.08974760924323491,4641.0,0
COAD,rawsum,own,cpm_mean,Fibroblast,0.18858378713853752,0.2709116310772993,0.11417999999999999,0.03185215606123823,0.3027637871385375,523.0,0
COAD,rawsum,own,cpm_mean,Macrophage,-0.11631275936868157,-0.01194645008667225,0.12586,0.021493690717990684,0.009547240631318435,582.5,0
COAD,rawsum,own,cpm_mean,Mast,0.22387922490005938,-0.06326066021048708,0.13228666666666666,0.4194265517772131,0.356165891566726,19223.0,1
COAD,rawsum,own,cpm_mean,Other_Myeloid,-0.04621312322818524,-0.0010751096428172806,0.11458666666666666,0.0694486530812987,0.06837354343848143,708.5,0
COAD,rawsum,own,cpm_mean,T_NK,-0.12248718156122602,-0.009665430727483885,0.13359333333333334,0.020771582499591205,0.01110615177210732,552.0,0
COAD,rawsum,own,depth_matched,B_cell,0.036455385961330515,-0.022181322028404622,0.12613333333333335,0.18477004132306848,0.16258871929466384,6151.5,0
