cohort,seed,cell_type,rank,gene
HCC,1,CD4_T,184,GTF3C6P1
HCC,1,CD4_T,185,RP11-849F2.10
HCC,1,CD4_T,186,MIR766
HCC,1,CD4_T,187,MIR5190
HCC,1,CD4_T,188,VPS26AP1
HCC,1,CD4_T,189,RP11-557B9.1
HCC,1,CD4_T,190,RNA5SP240
HCC,1,CD4_T,191,PRR23D1
HCC,1,CD4_T,192,RP11-23N11.1
HCC,1,CD4_T,193,DPP10-AS3
HCC,1,CD4_T,194,RPL35AP29
HCC,1,CD4_T,195,CTC-342M10.2
HCC,1,CD4_T,196,AC068279.3
HCC,1,CD4_T,197,IGHV2-5
HCC,1,CD4_T,198,MTCO3P10
HCC,1,CD4_T,199,RNU6-1167P
HCC,1,CD4_T,200,RP11-96D1.9
HCC,1,Endothelial_stromal,1,CLEC14A
HCC,1,Endothelial_stromal,2,RP11-212E4.1
HCC,1,Endothelial_stromal,3,RP11-95F22.1
HCC,1,Endothelial_stromal,4,CYCSP26
HCC,1,Endothelial_stromal,5,C2CD4B
HCC,1,Endothelial_stromal,6,MIR199A2
HCC,1,Endothelial_stromal,7,PABPC4L
HCC,1,Endothelial_stromal,8,CLDN5
HCC,1,Endothelial_stromal,9,RNU1-115P
HCC,1,Endothelial_stromal,10,AC000050.1
HCC,1,Endothelial_stromal,11,AC000082.4
HCC,1,Endothelial_stromal,12,RP11-227D13.1
HCC,1,Endothelial_stromal,13,DNM3OS
HCC,1,Endothelial_stromal,14,PTP4A2P2
HCC,1,Endothelial_stromal,15,SOX18
HCC,1,Endothelial_stromal,16,GS1-345D13.1
HCC,1,Endothelial_stromal,17,RNA5SP481
HCC,1,Endothelial_stromal,18,RP11-6L6.7
HCC,1,Endothelial_stromal,19,HOXD-AS2
HCC,1,Endothelial_stromal,20,GJA1
HCC,1,Endothelial_stromal,21,RFPL3
HCC,1,Endothelial_stromal,22,SLC25A5P7
HCC,1,Endothelial_stromal,23,HOXD9
HCC,1,Endothelial_stromal,24,RNU2-21P
HCC,1,Endothelial_stromal,25,HOXD8
HCC,1,Endothelial_stromal,26,COX5BP2
HCC,1,Endothelial_stromal,27,RP11-274H24.4
HCC,1,Endothelial_stromal,28,RPS20P4
HCC,1,Endothelial_stromal,29,RP11-513O13.1
HCC,1,Endothelial_stromal,30,ZNF454-DT
HCC,1,Endothelial_stromal,31,ATP6V0CP1
HCC,1,Endothelial_stromal,32,RNA5SP69
HCC,1,Endothelial_stromal,33,OR2AS2P
HCC,1,Endothelial_stromal,34,SOX17
HCC,1,Endothelial_stromal,35,RP11-27M24.2
HCC,1,Endothelial_stromal,36,RNU6-1298P
HCC,1,Endothelial_stromal,37,MIR8089
HCC,1,Endothelial_stromal,38,RNA5SP249
HCC,1,Endothelial_stromal,39,C11orf96
HCC,1,Endothelial_stromal,40,ID4
HCC,1,Endothelial_stromal,41,RP11-314N13.9
HCC,1,Endothelial_stromal,42,ZCRB1P1
HCC,1,Endothelial_stromal,43,HOXA5
HCC,1,Endothelial_stromal,44,RP11-168P8.3
HCC,1,Endothelial_stromal,45,ENSG10010136563.1
HCC,1,Endothelial_stromal,46,PCDH17
HCC,1,Endothelial_stromal,47,HAGLROS
HCC,1,Endothelial_stromal,48,ENPP7P12
HCC,1,Endothelial_stromal,49,AF064858.9
HCC,1,Endothelial_stromal,50,RP11-421L21.2
HCC,1,Endothelial_stromal,51,RP1-144F13.3
HCC,1,Endothelial_stromal,52,RP11-191A15.2
HCC,1,Endothelial_stromal,53,MIR542
HCC,1,Endothelial_stromal,54,RP11-776F5.1
HCC,1,Endothelial_stromal,55,MIX23P1
HCC,1,Endothelial_stromal,56,RP11-709A23.2
HCC,1,Endothelial_stromal,57,SMG6-IT1
HCC,1,Endothelial_stromal,58,RNU7-35P
HCC,1,Endothelial_stromal,59,MIR8085
HCC,1,Endothelial_stromal,60,RP11-667K14.14
HCC,1,Endothelial_stromal,61,GJA4
HCC,1,Endothelial_stromal,62,RP11-95G6.1
HCC,1,Endothelial_stromal,63,SNORD114-18
HCC,1,Endothelial_stromal,64,COX7A1
HCC,1,Endothelial_stromal,65,SOX7
HCC,1,Endothelial_stromal,66,RP11-207D10.1
HCC,1,Endothelial_stromal,67,HNRNPA3P14
HCC,1,Endothelial_stromal,68,ENSG10010139087.1
HCC,1,Endothelial_stromal,69,ENSG10010138144.1
HCC,1,Endothelial_stromal,70,RNU6-832P
HCC,1,Endothelial_stromal,71,LINC02530
HCC,1,Endothelial_stromal,72,AC005609.18
HCC,1,Endothelial_stromal,73,SNORD114-17
HCC,1,Endothelial_stromal,74,RP11-262A16.1
HCC,1,Endothelial_stromal,75,LINC02344
HCC,1,Endothelial_stromal,76,RP1-18D14.7
HCC,1,Endothelial_stromal,77,RPL12P23
HCC,1,Endothelial_stromal,78,ADAMTS1
HCC,1,Endothelial_stromal,79,CTD-2145A24.5
HCC,1,Endothelial_stromal,80,APLNR
HCC,1,Endothelial_stromal,81,RP11-53M11.5
HCC,1,Endothelial_stromal,82,MIR4299
HCC,1,Endothelial_stromal,83,RP11-495L18.2
HCC,1,Endothelial_stromal,84,RP11-547D24.1
HCC,1,Endothelial_stromal,85,RN7SKP11
HCC,1,Endothelial_stromal,86,RP11-744K17.3
HCC,1,Endothelial_stromal,87,C1QTNF5
HCC,1,Endothelial_stromal,88,RP13-152O15.5
HCC,1,Endothelial_stromal,89,TRAPPC2P7
HCC,1,Endothelial_stromal,90,RP11-564C24.2
HCC,1,Endothelial_stromal,91,MIR6788
HCC,1,Endothelial_stromal,92,LA16c-380F5.1
HCC,1,Endothelial_stromal,93,TRIM60P14
HCC,1,Endothelial_stromal,94,LINC00454
HCC,1,Endothelial_stromal,95,STC1
HCC,1,Endothelial_stromal,96,LINC02452
HCC,1,Endothelial_stromal,97,RP11-676J12.9
HCC,1,Endothelial_stromal,98,SEC11B
HCC,1,Endothelial_stromal,99,NUDT19P4
HCC,1,Endothelial_stromal,100,RP11-146F11.2
HCC,1,Endothelial_stromal,101,KDR
HCC,1,Endothelial_stromal,102,RP11-96D24.1
HCC,1,Endothelial_stromal,103,RP11-672A2.4
HCC,1,Endothelial_stromal,104,CTD-2223O18.1
HCC,1,Endothelial_stromal,105,RP11-127L20.7
HCC,1,Endothelial_stromal,106,RP11-182E7.1
HCC,1,Endothelial_stromal,107,RP11-288D15.1
HCC,1,Endothelial_stromal,108,HOXD1
HCC,1,Endothelial_stromal,109,PHC1P1
HCC,1,Endothelial_stromal,110,MYCT1
HCC,1,Endothelial_stromal,111,CDH5
HCC,1,Endothelial_stromal,112,CYP4F62P
HCC,1,Endothelial_stromal,113,EDNRB
HCC,1,Endothelial_stromal,114,MIR8055
HCC,1,Endothelial_stromal,115,RP11-616M22.1
HCC,1,Endothelial_stromal,116,PHKG1P2
HCC,1,Endothelial_stromal,117,IGKV1D-12
HCC,1,Endothelial_stromal,118,RPS15AP24
HCC,1,Endothelial_stromal,119,LINC00453
HCC,1,Endothelial_stromal,120,MIR505
HCC,1,Endothelial_stromal,121,AC124789.1
HCC,1,Endothelial_stromal,122,RP11-252P19.2
HCC,1,Endothelial_stromal,123,RPL36AP14
HCC,1,Endothelial_stromal,124,RPL7P20
HCC,1,Endothelial_stromal,125,CTA-243E7.3
HCC,1,Endothelial_stromal,126,RP11-155N3.4
HCC,1,Endothelial_stromal,127,XXbac-B476C20.14
HCC,1,Endothelial_stromal,128,GNG11
HCC,1,Endothelial_stromal,129,LINC01820
HCC,1,Endothelial_stromal,130,MIR513A1
HCC,1,Endothelial_stromal,131,RP11-98L12.2
HCC,1,Endothelial_stromal,132,MIR7704
HCC,1,Endothelial_stromal,133,MIR3129
HCC,1,Endothelial_stromal,134,MIR3668
HCC,1,Endothelial_stromal,135,NRN1
HCC,1,Endothelial_stromal,136,RNU6-247P
HCC,1,Endothelial_stromal,137,RP11-530I17.1
HCC,1,Endothelial_stromal,138,HMGB1P32
HCC,1,Endothelial_stromal,139,RP11-734K2.3
HCC,1,Endothelial_stromal,140,MIR7160
HCC,1,Endothelial_stromal,141,RN7SKP14
HCC,1,Endothelial_stromal,142,RP11-64C12.1
HCC,1,Endothelial_stromal,143,RP11-474I11.7
HCC,1,Endothelial_stromal,144,RP11-416K24.1
HCC,1,Endothelial_stromal,145,UBE2WP1
HCC,1,Endothelial_stromal,146,LINC02104
HCC,1,Endothelial_stromal,147,RP11-468N14.3
HCC,1,Endothelial_stromal,148,SAPCD1
HCC,1,Endothelial_stromal,149,ENSG10010137961.1
HCC,1,Endothelial_stromal,150,GATA2
HCC,1,Endothelial_stromal,151,RP11-483L5.1
HCC,1,Endothelial_stromal,152,TMEM185AP1
HCC,1,Endothelial_stromal,153,FITM1
HCC,1,Endothelial_stromal,154,H3-2
HCC,1,Endothelial_stromal,155,RP1-38C16.2
HCC,1,Endothelial_stromal,156,VN1R71P
HCC,1,Endothelial_stromal,157,RNA5SP490
HCC,1,Endothelial_stromal,158,RPL39P26
HCC,1,Endothelial_stromal,159,RP11-272L14.3
HCC,1,Endothelial_stromal,160,IGBP1P5
HCC,1,Endothelial_stromal,161,RNU4-65P
HCC,1,Endothelial_stromal,162,MIR8073
HCC,1,Endothelial_stromal,163,ENSG10010134915.1
HCC,1,Endothelial_stromal,164,VEGFC
HCC,1,Endothelial_stromal,165,MIR3173
HCC,1,Endothelial_stromal,166,RPS21P4
HCC,1,Endothelial_stromal,167,RP11-613D13.8
HCC,1,Endothelial_stromal,168,RP11-453N3.1
HCC,1,Endothelial_stromal,169,RRM2P4
HCC,1,Endothelial_stromal,170,RN7SKP233
HCC,1,Endothelial_stromal,171,LINC01870
HCC,1,Endothelial_stromal,172,RP11-203F10.6
HCC,1,Endothelial_stromal,173,RP11-94P14.1
HCC,1,Endothelial_stromal,174,RP11-1J7.1
HCC,1,Endothelial_stromal,175,RNU6-152P
HCC,1,Endothelial_stromal,176,MIR3180-1
HCC,1,Endothelial_stromal,177,BTF3P13
HCC,1,Endothelial_stromal,178,RP11-26H16.1
HCC,1,Endothelial_stromal,179,RP1-142L7.9
HCC,1,Endothelial_stromal,180,FOXC2
HCC,1,Endothelial_stromal,181,RP11-567J20.2
HCC,1,Endothelial_stromal,182,RP1-170O19.22
HCC,1,Endothelial_stromal,183,FOXC2-AS1
HCC,1,Endothelial_stromal,184,SYNE1-AS1
HCC,1,Endothelial_stromal,185,RP5-1166A24.1
HCC,1,Endothelial_stromal,186,AC004870.5
HCC,1,Endothelial_stromal,187,CTD-2541M15.3
HCC,1,Endothelial_stromal,188,AC009227.3
HCC,1,Endothelial_stromal,189,CALHM5
HCC,1,Endothelial_stromal,190,HOXA-AS3
HCC,1,Endothelial_stromal,191,RP11-167B3.2
HCC,1,Endothelial_stromal,192,HOXA2
HCC,1,Endothelial_stromal,193,PPIAP24
HCC,1,Endothelial_stromal,194,GRAMD4P8
HCC,1,Endothelial_stromal,195,AP001605.4
HCC,1,Endothelial_stromal,196,AC073621.2
HCC,1,Endothelial_stromal,197,RP11-497E19.1
HCC,1,Endothelial_stromal,198,UBE2V1P2
HCC,1,Endothelial_stromal,199,SMIM7P1
HCC,1,Endothelial_stromal,200,RP11-304F15.3
HCC,1,Hepatocyte,1,RP4-604G5.5
HCC,1,Hepatocyte,2,RPS26P31
HCC,1,Hepatocyte,3,NR0B2
HCC,1,Hepatocyte,4,SLC10A5
HCC,1,Hepatocyte,5,RP11-486A14.1
HCC,1,Hepatocyte,6,RP11-530A18.1
HCC,1,Hepatocyte,7,RP11-549K20.2
HCC,1,Hepatocyte,8,RP11-14N9.1
HCC,1,Hepatocyte,9,AZGP1
HCC,1,Hepatocyte,10,CTD-2342N23.1
HCC,1,Hepatocyte,11,TMEM75
HCC,1,Hepatocyte,12,UGT1A2P
HCC,1,Hepatocyte,13,APCS
HCC,1,Hepatocyte,14,RP13-923O23.7
HCC,1,Hepatocyte,15,MIR3591
HCC,1,Hepatocyte,16,ENSG10010134473.1
HCC,1,Hepatocyte,17,FOXA2
HCC,1,Hepatocyte,18,CTD-2515H24.3
HCC,1,Hepatocyte,19,ENSG10010136111.1
HCC,1,Hepatocyte,20,RP11-710E1.1
HCC,1,Hepatocyte,21,ENSG10010134740.1
HCC,1,Hepatocyte,22,CRPP1
HCC,1,Hepatocyte,23,LEAP2
HCC,1,Hepatocyte,24,RP11-959F10.6
HCC,1,Hepatocyte,25,CLDN3
HCC,1,Hepatocyte,26,TFDP1P2
HCC,1,Hepatocyte,27,MIR122HG
HCC,1,Hepatocyte,28,RPL19P14
HCC,1,Hepatocyte,29,RP11-725L2.2
HCC,1,Hepatocyte,30,RP11-263G22.1
HCC,1,Hepatocyte,31,UPP2-IT1
HCC,1,Hepatocyte,32,LINC01067
HCC,1,Hepatocyte,33,MAPK6P1
HCC,1,Hepatocyte,34,DCAF4L2
HCC,1,Hepatocyte,35,NAT8
HCC,1,Hepatocyte,36,RP11-510N19.5
HCC,1,Hepatocyte,37,RPL21P42
HCC,1,Hepatocyte,38,MIR4428
HCC,1,Hepatocyte,39,RPL7L1P3
HCC,1,Hepatocyte,40,H2BP5
HCC,1,Hepatocyte,41,CCAT2
HCC,1,Hepatocyte,42,RP11-434J24.4
HCC,1,Hepatocyte,43,CTD-2008P7.7
HCC,1,Hepatocyte,44,TSPO2
HCC,1,Hepatocyte,45,ELF3
HCC,1,Hepatocyte,46,GJB1
HCC,1,Hepatocyte,47,RP4-614O4.13
HCC,1,Hepatocyte,48,LL22NC01-146D10.5
HCC,1,Hepatocyte,49,MIR30B
HCC,1,Hepatocyte,50,AC012485.2
HCC,1,Hepatocyte,51,FGG
HCC,1,Hepatocyte,52,GPT
HCC,1,Hepatocyte,53,RPL23AP95
HCC,1,Hepatocyte,54,RP11-113K21.6
HCC,1,Hepatocyte,55,RP11-327J17.2
HCC,1,Hepatocyte,56,KRT17P8
HCC,1,Hepatocyte,57,AP006216.5
HCC,1,Hepatocyte,58,RP1-257A7.5
HCC,1,Hepatocyte,59,RP11-379P1.5
HCC,1,Hepatocyte,60,RP11-83B6.1
HCC,1,Hepatocyte,61,RP11-124G5.2
HCC,1,Hepatocyte,62,RP13-526J3.1
HCC,1,Hepatocyte,63,CYP3A4
HCC,1,Hepatocyte,64,NPM1P31
HCC,1,Hepatocyte,65,RP11-278H7.5
HCC,1,Hepatocyte,66,RP11-740C1.2
HCC,1,Hepatocyte,67,RP4-604G5.4
HCC,1,Hepatocyte,68,LINC02779
HCC,1,Hepatocyte,69,GREB1L-DT
HCC,1,Hepatocyte,70,ENSG10010137173.1
HCC,1,Hepatocyte,71,RHOG2P
HCC,1,Hepatocyte,72,RP11-548P2.4
HCC,1,Hepatocyte,73,LINC00272
HCC,1,Hepatocyte,74,ASB9P1
HCC,1,Hepatocyte,75,CTD-3037G24.5
HCC,1,Hepatocyte,76,PRDX1P1
HCC,1,Hepatocyte,77,CYP3A43
HCC,1,Hepatocyte,78,PCK1
HCC,1,Hepatocyte,79,RP11-35N6.6
HCC,1,Hepatocyte,80,RP11-1430O6.1
HCC,1,Hepatocyte,81,RP11-91K8.2
HCC,1,Hepatocyte,82,RP11-223I10.1
HCC,1,Hepatocyte,83,TTPA
HCC,1,Hepatocyte,84,AGT
HCC,1,Hepatocyte,85,SERPINA10
HCC,1,Hepatocyte,86,KLHDC7A
HCC,1,Hepatocyte,87,APOA2
HCC,1,Hepatocyte,88,MIR4796
HCC,1,Hepatocyte,89,MTND2P13
HCC,1,Hepatocyte,90,AC021218.2
HCC,1,Hepatocyte,91,RP11-126D17.1
HCC,1,Hepatocyte,92,RNA5SP288
HCC,1,Hepatocyte,93,RP11-503C24.6
HCC,1,Hepatocyte,94,NACA4P
HCC,1,Hepatocyte,95,RP1-81D8.3
HCC,1,Hepatocyte,96,COX6B1P6
HCC,1,Hepatocyte,97,RIPPLY1
HCC,1,Hepatocyte,98,MAT1A
HCC,1,Hepatocyte,99,OR10J6P
HCC,1,Hepatocyte,100,HMGB1P3
HCC,1,Hepatocyte,101,MCCD1P1
HCC,1,Hepatocyte,102,FGA
HCC,1,Hepatocyte,103,UBD
HCC,1,Hepatocyte,104,BAAT
HCC,1,Hepatocyte,105,ELF3-AS1
HCC,1,Hepatocyte,106,CTD-2534I21.9
HCC,1,Hepatocyte,107,RP11-132N15.2
HCC,1,Hepatocyte,108,CTD-2517M22.14
HCC,1,Hepatocyte,109,RPS20P32
HCC,1,Hepatocyte,110,RP11-759A9.1
HCC,1,Hepatocyte,111,RPL38P1
HCC,1,Hepatocyte,112,C4BPB
HCC,1,Hepatocyte,113,RPL37AP1
HCC,1,Hepatocyte,114,CTA-305I2.1
HCC,1,Hepatocyte,115,AC105443.2
HCC,1,Hepatocyte,116,RP11-274J2.1
HCC,1,Hepatocyte,117,LINC02766
HCC,1,Hepatocyte,118,FOXQ1
HCC,1,Hepatocyte,119,RPL23AP96
HCC,1,Hepatocyte,120,MET
HCC,1,Hepatocyte,121,RNA5SP397
HCC,1,Hepatocyte,122,MIR6081
HCC,1,Hepatocyte,123,MTND2P28
HCC,1,Hepatocyte,124,UGT1A4
HCC,1,Hepatocyte,125,RP4-604A21.1
HCC,1,Hepatocyte,126,RP11-45A17.3
HCC,1,Hepatocyte,127,CCND2P1
HCC,1,Hepatocyte,128,RP1-117P20.3
HCC,1,Hepatocyte,129,MTCO1P12
HCC,1,Hepatocyte,130,AC012506.3
HCC,1,Hepatocyte,131,APOC3
HCC,1,Hepatocyte,132,ENSG10010137222.1
HCC,1,Hepatocyte,133,RP11-383J24.1
HCC,1,Hepatocyte,134,RP11-332H18.7
HCC,1,Hepatocyte,135,UGT1A6
HCC,1,Hepatocyte,136,RNA5SP384
HCC,1,Hepatocyte,137,OR5BH1P
HCC,1,Hepatocyte,138,RP11-413H22.2
HCC,1,Hepatocyte,139,RN7SL494P
HCC,1,Hepatocyte,140,AKR1C1
HCC,1,Hepatocyte,141,CTA-21C21.1
HCC,1,Hepatocyte,142,DDC-AS1
HCC,1,Hepatocyte,143,LINC01101
HCC,1,Hepatocyte,144,MTND1P15
HCC,1,Hepatocyte,145,RNU6-929P
HCC,1,Hepatocyte,146,IGFBP1
HCC,1,Hepatocyte,147,RP4-749H3.3
HCC,1,Hepatocyte,148,RP11-986E7.8
HCC,1,Hepatocyte,149,LINC01419
HCC,1,Hepatocyte,150,AC114812.8
HCC,1,Hepatocyte,151,RP11-613E4.4
HCC,1,Hepatocyte,152,MST1L
HCC,1,Hepatocyte,153,CTB-2L9.1
HCC,1,Hepatocyte,154,UGT1A5
HCC,1,Hepatocyte,155,CLDN2
HCC,1,Hepatocyte,156,AC009120.11
HCC,1,Hepatocyte,157,RFESDP1
HCC,1,Hepatocyte,158,CTB-3M24.2
HCC,1,Hepatocyte,159,SNORD114-29
HCC,1,Hepatocyte,160,RP4-736H5.3
HCC,1,Hepatocyte,161,RP11-515O17.2
HCC,1,Hepatocyte,162,MIR375
HCC,1,Hepatocyte,163,MIR4664
HCC,1,Hepatocyte,164,AC092839.4
HCC,1,Hepatocyte,165,AC009517.2
HCC,1,Hepatocyte,166,CTD-2015A6.2
HCC,1,Hepatocyte,167,CTB-161M19.1
HCC,1,Hepatocyte,168,RP11-118D22.3
HCC,1,Hepatocyte,169,RP11-356C4.5
HCC,1,Hepatocyte,170,MIR587
HCC,1,Hepatocyte,171,NAV2-AS5
HCC,1,Hepatocyte,172,PON1
HCC,1,Hepatocyte,173,RP11-1151B14.2
HCC,1,Hepatocyte,174,CYP3A5
HCC,1,Hepatocyte,175,RP11-278H7.6
HCC,1,Hepatocyte,176,RPL18P13
HCC,1,Hepatocyte,177,MIR4663
HCC,1,Hepatocyte,178,UGT1A7
HCC,1,Hepatocyte,179,RP4-791C19.1
HCC,1,Hepatocyte,180,GS1-124K5.10
HCC,1,Hepatocyte,181,RPL7AP6
HCC,1,Hepatocyte,182,CYP3A51P
HCC,1,Hepatocyte,183,SOX9
HCC,1,Hepatocyte,184,RP11-21A7A.4
HCC,1,Hepatocyte,185,MIR4467
HCC,1,Hepatocyte,186,UGT1A1
HCC,1,Hepatocyte,187,RP11-93H12.4
HCC,1,Hepatocyte,188,RP11-354K1.2
HCC,1,Hepatocyte,189,LINC02535
HCC,1,Hepatocyte,190,RP11-293K19.1
HCC,1,Hepatocyte,191,PMS2P11
HCC,1,Hepatocyte,192,RP11-270G18.1
HCC,1,Hepatocyte,193,AC114812.9
HCC,1,Hepatocyte,194,UGT1A3
HCC,1,Hepatocyte,195,CFHR4
HCC,1,Hepatocyte,196,CTD-2008P7.3
HCC,1,Hepatocyte,197,GPR37
HCC,1,Hepatocyte,198,ENSG10010136487.1
HCC,1,Hepatocyte,199,RP13-644M16.4
HCC,1,Hepatocyte,200,TMEM171
HCC,1,Macrophage,1,SNORD36
HCC,1,Macrophage,2,MIR8061
HCC,1,Macrophage,3,AC009892.5
HCC,1,Macrophage,4,RP1-229K20.5
HCC,1,Macrophage,5,BOLA3P1
HCC,1,Macrophage,6,LLNLR-470E3.2
HCC,1,Macrophage,7,FPR1
HCC,1,Macrophage,8,RP3-336K20__B.2
HCC,1,Macrophage,9,MIR1208
HCC,1,Macrophage,10,LINC00102
HCC,1,Macrophage,11,FPR3
HCC,1,Macrophage,12,SHISA5P1
HCC,1,Macrophage,13,RP11-217A12.3
HCC,1,Macrophage,14,MIR4802
HCC,1,Macrophage,15,UQCRC2P1
HCC,1,Macrophage,16,RPL7AP73
HCC,1,Macrophage,17,GS1-204I12.3
HCC,1,Macrophage,18,RP11-512N21.3
HCC,1,Macrophage,19,RP11-77A13.1
HCC,1,Macrophage,20,RN7SKP190
HCC,1,Macrophage,21,ENSG10010139344.1
HCC,1,Macrophage,22,PHBP5
HCC,1,Macrophage,23,COX6CP16
HCC,1,Macrophage,24,RP11-399D15.1
HCC,1,Macrophage,25,SLAMF9
HCC,1,Macrophage,26,RP11-468F18.5
HCC,1,Macrophage,27,RP11-751K21.1
HCC,1,Macrophage,28,RPS15AP30
HCC,1,Macrophage,29,CD300C
HCC,1,Macrophage,30,PTPRN2-AS1
HCC,1,Macrophage,31,RPL26P13
HCC,1,Macrophage,32,RP11-218C14.5
HCC,1,Macrophage,33,RP11-307A17.2
HCC,1,Macrophage,34,RP11-374M1.9
HCC,1,Macrophage,35,RP11-67L14.1
HCC,1,Macrophage,36,ENSG10010139226.1
HCC,1,Macrophage,37,C1QB
HCC,1,Macrophage,38,MIR7-2
HCC,1,Macrophage,39,GPR33
HCC,1,Macrophage,40,RN7SL615P
HCC,1,Macrophage,41,RP11-715G15.1
HCC,1,Macrophage,42,C1QA
HCC,1,Macrophage,43,RNU6-118P
HCC,1,Macrophage,44,CTB-114C7.5
HCC,1,Macrophage,45,SIGLEC18P
HCC,1,Macrophage,46,LINC01260
HCC,1,Macrophage,47,IL1B
HCC,1,Macrophage,48,HCAR2
HCC,1,Macrophage,49,CTD-2228A4.1
HCC,1,Macrophage,50,RNA5SP151
HCC,1,Macrophage,51,CSF2RA
HCC,1,Macrophage,52,OR11G1P
HCC,1,Macrophage,53,SIGLEC19P
HCC,1,Macrophage,54,MIR5009
HCC,1,Macrophage,55,RP11-153M7.3
HCC,1,Macrophage,56,RP11-153M7.6
HCC,1,Macrophage,57,RPL3P1
HCC,1,Macrophage,58,RN7SL371P
HCC,1,Macrophage,59,HCG24
HCC,1,Macrophage,60,MIR28
HCC,1,Macrophage,61,RP11-388M20.2
HCC,1,Macrophage,62,CTD-3187F8.15
HCC,1,Macrophage,63,ARHGAP22-IT1
HCC,1,Macrophage,64,RN7SKP134
HCC,1,Macrophage,65,RP11-84C10.2
HCC,1,Macrophage,66,HLA-DPA3
HCC,1,Macrophage,67,MMP8
HCC,1,Macrophage,68,RPL35P6
HCC,1,Macrophage,69,AP000487.4
HCC,1,Macrophage,70,PRKXP1
HCC,1,Macrophage,71,RP11-113A11.3
HCC,1,Macrophage,72,FFAR3
HCC,1,Macrophage,73,RP11-431K24.4
HCC,1,Macrophage,74,RP11-411G7.2
HCC,1,Macrophage,75,RPSAP40
HCC,1,Macrophage,76,RPL10L
HCC,1,Macrophage,77,AC108868.5
HCC,1,Macrophage,78,RN7SL187P
HCC,1,Macrophage,79,RP11-490K7.1
HCC,1,Macrophage,80,FCGR1A
HCC,1,Macrophage,81,RP11-750H9.7
HCC,1,Macrophage,82,ATP5MC1P3
HCC,1,Macrophage,83,ADGRE2
HCC,1,Macrophage,84,RP11-726G23.3
HCC,1,Macrophage,85,RP11-174G17.3
HCC,1,Macrophage,86,FCGR1B
HCC,1,Macrophage,87,RPS20P25
HCC,1,Macrophage,88,RP4-785G19.2
HCC,1,Macrophage,89,LINC01960
HCC,1,Macrophage,90,RP11-342F17.2
HCC,1,Macrophage,91,RP11-286N3.1
HCC,1,Macrophage,92,OR10AA1P
HCC,1,Macrophage,93,GCNT2P1
HCC,1,Macrophage,94,RNU6-244P
HCC,1,Macrophage,95,RP11-298D21.2
HCC,1,Macrophage,96,SNX19P4
HCC,1,Macrophage,97,FCF1P7
HCC,1,Macrophage,98,RP11-467I17.1
HCC,1,Macrophage,99,RP11-667K14.9
HCC,1,Macrophage,100,HUNK-AS1
HCC,1,Macrophage,101,AC092316.1
HCC,1,Macrophage,102,CCRL2
HCC,1,Macrophage,103,RNU1-108P
HCC,1,Macrophage,104,RP11-51I5.1
HCC,1,Macrophage,105,MFSD1P1
HCC,1,Macrophage,106,RN7SL769P
HCC,1,Macrophage,107,RNU6ATAC33P
HCC,1,Macrophage,108,RP11-736N17.12
HCC,1,Macrophage,109,RNU5B-3P
HCC,1,Macrophage,110,RP3-340H11.2
HCC,1,Macrophage,111,RP11-182E21.1
HCC,1,Macrophage,112,CXCL8
HCC,1,Macrophage,113,RP11-15A1.4
HCC,1,Macrophage,114,RP11-61K12.2
HCC,1,Macrophage,115,CD300LB
HCC,1,Macrophage,116,RP11-507E23.1
HCC,1,Macrophage,117,ZNF577
HCC,1,Macrophage,118,MS4A6A
HCC,1,Macrophage,119,CYP2A7P2
HCC,1,Macrophage,120,RP11-432D22.1
HCC,1,Macrophage,121,COL4A2-AS2
HCC,1,Macrophage,122,RN7SL66P
HCC,1,Macrophage,123,RP11-154D6.2
HCC,1,Macrophage,124,MIR520E
HCC,1,Macrophage,125,LINC00656
HCC,1,Macrophage,126,WASH8P
HCC,1,Macrophage,127,COL11A2P1
HCC,1,Macrophage,128,RP1-102E24.8
HCC,1,Macrophage,129,RP11-81A1.7
HCC,1,Macrophage,130,CSF1R
HCC,1,Macrophage,131,MRPS21P2
HCC,1,Macrophage,132,RP11-862L9.2
HCC,1,Macrophage,133,CTB-138E5.1
HCC,1,Macrophage,134,RPL36AP15
HCC,1,Macrophage,135,CLEC7A
HCC,1,Macrophage,136,OLR1
HCC,1,Macrophage,137,S100A9
HCC,1,Macrophage,138,RP11-96C23.13
HCC,1,Macrophage,139,RP11-65B23.3
HCC,1,Macrophage,140,RP11-15A1.9
HCC,1,Macrophage,141,HINT1P1
HCC,1,Macrophage,142,RP11-506K6.4
HCC,1,Macrophage,143,RP11-867G2.4
HCC,1,Macrophage,144,CTD-2061E19.6
HCC,1,Macrophage,145,MMP2-AS1
HCC,1,Macrophage,146,RP11-542A14.2
HCC,1,Macrophage,147,ENSG10010137746.1
HCC,1,Macrophage,148,U47924.32
HCC,1,Macrophage,149,PELATON
HCC,1,Macrophage,150,RP11-40C6.2
HCC,1,Macrophage,151,PIGAP1
HCC,1,Macrophage,152,SIRPB2
HCC,1,Macrophage,153,RP11-867G2.5
HCC,1,Macrophage,154,MIR1283-1
HCC,1,Macrophage,155,RNU1-123P
HCC,1,Macrophage,156,LINC02111
HCC,1,Macrophage,157,AC010492.4
HCC,1,Macrophage,158,RP11-576N17.6
HCC,1,Macrophage,159,RNU6-520P
HCC,1,Macrophage,160,RP11-529G21.3
