cohort,seed,cell_type,rank,gene
COAD,1,Fibroblast,20,SGCEP1
COAD,1,Fibroblast,21,RNU6-1258P
COAD,1,Fibroblast,22,FABP5P10
COAD,1,Fibroblast,23,RP11-51L5.2
COAD,1,Fibroblast,24,FAM157B
COAD,1,Fibroblast,25,RP11-265D19.8
COAD,1,Fibroblast,26,ENSG10010134912.1
COAD,1,Fibroblast,27,MIR8053
COAD,1,Fibroblast,28,RP11-559E14.1
COAD,1,Fibroblast,29,RPL21P37
COAD,1,Fibroblast,30,RP11-805I24.4
COAD,1,Fibroblast,31,IGKV1-9
COAD,1,Fibroblast,32,SFR1P1
COAD,1,Fibroblast,33,MIR1302-7
COAD,1,Fibroblast,34,RNU4-37P
COAD,1,Fibroblast,35,ZNF705B
COAD,1,Fibroblast,36,FRMD8P1
COAD,1,Fibroblast,37,SELENOKP1
COAD,1,Fibroblast,38,AP000438.4
COAD,1,Fibroblast,39,RNA5SP338
COAD,1,Fibroblast,40,TMEM132D-AS1
COAD,1,Fibroblast,41,NLRP9P1
COAD,1,Fibroblast,42,SEPTIN7P8
COAD,1,Fibroblast,43,AC007064.24
COAD,1,Fibroblast,44,RP11-110F24.1
COAD,1,Fibroblast,45,ZNF355P
COAD,1,Fibroblast,46,RP1-138O17.1
COAD,1,Fibroblast,47,RP3-431C21.1
COAD,1,Fibroblast,48,RP11-122L9.1
COAD,1,Fibroblast,49,RNU6ATAC29P
COAD,1,Fibroblast,50,FABP5P11
COAD,1,Fibroblast,51,VDAC1P3
COAD,1,Fibroblast,52,RP3-432I18.1
COAD,1,Fibroblast,53,GNAQP1
COAD,1,Fibroblast,54,RPL7AP72
COAD,1,Fibroblast,55,RNA5SP185
COAD,1,Fibroblast,56,DEFB4A
COAD,1,Fibroblast,57,RP11-876F14.2
COAD,1,Fibroblast,58,RP11-252C24.2
COAD,1,Fibroblast,59,SGO1P1
COAD,1,Fibroblast,60,ALDH7A1P3
COAD,1,Fibroblast,61,MIR325
COAD,1,Fibroblast,62,SNORD115-45
COAD,1,Fibroblast,63,RP11-373N24.2
COAD,1,Fibroblast,64,RP11-781M16.1
COAD,1,Fibroblast,65,MIR548AG1
COAD,1,Fibroblast,66,RP1-6P5.2
COAD,1,Fibroblast,67,BDP1P
COAD,1,Fibroblast,68,RNU4-76P
COAD,1,Fibroblast,69,OR13C4
COAD,1,Fibroblast,70,MIR1278
COAD,1,Fibroblast,71,OR4A21P
COAD,1,Fibroblast,72,CTC-484M2.1
COAD,1,Fibroblast,73,RP4-585I14.3
COAD,1,Fibroblast,74,PPIAP7
COAD,1,Fibroblast,75,RNU6-845P
COAD,1,Fibroblast,76,RP4-740C4.7
COAD,1,Fibroblast,77,RP11-18J9.3
COAD,1,Fibroblast,78,MRPS35P2
COAD,1,Fibroblast,79,CDC27P3
COAD,1,Fibroblast,80,RNU1-51P
COAD,1,Fibroblast,81,MTFR2P2
COAD,1,Fibroblast,82,MTND6P29
COAD,1,Fibroblast,83,RPL24P9
COAD,1,Fibroblast,84,CTC-412M14.6
COAD,1,Fibroblast,85,OR4A47
COAD,1,Fibroblast,86,RN7SKP266
COAD,1,Fibroblast,87,MIR525
COAD,1,Fibroblast,88,LINC00851
COAD,1,Fibroblast,89,RNU6-746P
COAD,1,Fibroblast,90,AP000797.2
COAD,1,Fibroblast,91,KB-1000E4.2
COAD,1,Fibroblast,92,RP4-774I24.3
COAD,1,Fibroblast,93,ARHGEF9-IT1
COAD,1,Fibroblast,94,RP5-905H7.9
COAD,1,Fibroblast,95,RP5-905H7.11
COAD,1,Fibroblast,96,AC025811.3
COAD,1,Fibroblast,97,RP11-1008M1.1
COAD,1,Fibroblast,98,YWHAZP1
COAD,1,Fibroblast,99,RP11-660M18.1
COAD,1,Fibroblast,100,RP11-160N1.8
COAD,1,Fibroblast,101,MTCO1P1
COAD,1,Fibroblast,102,HSPD1P2
COAD,1,Fibroblast,103,TCERG1P1
COAD,1,Fibroblast,104,OR1AA1P
COAD,1,Fibroblast,105,RPL7P40
COAD,1,Fibroblast,106,RPL23AP28
COAD,1,Fibroblast,107,RPL7AP57
COAD,1,Fibroblast,108,GPS2P1
COAD,1,Fibroblast,109,CTA-313A17.5
COAD,1,Fibroblast,110,MTDHP5
COAD,1,Fibroblast,111,MIR4689
COAD,1,Fibroblast,112,LCE5A
COAD,1,Fibroblast,113,RNU6-255P
COAD,1,Fibroblast,114,RP11-359P18.7
COAD,1,Fibroblast,115,EIF5AP4
COAD,1,Fibroblast,116,GGT2
COAD,1,Fibroblast,117,CYCSP28
COAD,1,Fibroblast,118,IGHV3-6
COAD,1,Fibroblast,119,ZNF736P6Y
COAD,1,Fibroblast,120,IFNWP5
COAD,1,Fibroblast,121,MIR489
COAD,1,Fibroblast,122,RPL7AP31
COAD,1,Fibroblast,123,OR2T3
COAD,1,Fibroblast,124,RP11-211N8.6
COAD,1,Fibroblast,125,OR5M10
COAD,1,Fibroblast,126,IGKV1D-32
COAD,1,Fibroblast,127,HNRNPA1P73
COAD,1,Fibroblast,128,RPL7AP61
COAD,1,Fibroblast,129,TRBV1
COAD,1,Fibroblast,130,AQP7P5
COAD,1,Fibroblast,131,ABC12-47964100C23.1
COAD,1,Fibroblast,132,IGHV3-25
COAD,1,Fibroblast,133,OR13K1P
COAD,1,Fibroblast,134,MIR582
COAD,1,Fibroblast,135,RP5-1154L15.1
COAD,1,Fibroblast,136,RP11-145O15.2
COAD,1,Fibroblast,137,CRYGGP
COAD,1,Fibroblast,138,DHFRP3
COAD,1,Fibroblast,139,RP11-155I9.1
COAD,1,Fibroblast,140,RNU6-684P
COAD,1,Fibroblast,141,RP1-142O9.2
COAD,1,Fibroblast,142,GNL2P1
COAD,1,Fibroblast,143,ELOCP3
COAD,1,Fibroblast,144,RNU7-52P
COAD,1,Fibroblast,145,RP11-715C4.1
COAD,1,Fibroblast,146,PRPF19P1
COAD,1,Fibroblast,147,RP3-393P12.1
COAD,1,Fibroblast,148,HSPE1P12
COAD,1,Fibroblast,149,RP11-108K3.5
COAD,1,Fibroblast,150,SNORD114-9
COAD,1,Fibroblast,151,KCNMB3P1
COAD,1,Fibroblast,152,CTC-436P18.5
COAD,1,Fibroblast,153,HNRNPDP1
COAD,1,Fibroblast,154,AC009518.3
COAD,1,Fibroblast,155,USP37P1
COAD,1,Fibroblast,156,GAPDHP77
COAD,1,Fibroblast,157,RPL36AP26
COAD,1,Fibroblast,158,CTB-162E12.1
COAD,1,Fibroblast,159,RP11-446E9.1
COAD,1,Fibroblast,160,CTC-550B14.10
COAD,1,Fibroblast,161,COPS8P2
COAD,1,Fibroblast,162,RP11-61G24.1
COAD,1,Fibroblast,163,RPS20P22
COAD,1,Fibroblast,164,RNU6-897P
COAD,1,Fibroblast,165,NANOGP8
COAD,1,Fibroblast,166,RP11-85D18.1
COAD,1,Fibroblast,167,RN7SKP12
COAD,1,Fibroblast,168,VPS26CP1
COAD,1,Fibroblast,169,RN7SKP89
COAD,1,Fibroblast,170,RP11-497H17.1
COAD,1,Fibroblast,171,RP11-444P10.1
COAD,1,Fibroblast,172,CTD-3099C6.5
COAD,1,Fibroblast,173,RP11-283C24.2
COAD,1,Fibroblast,174,HNRNPA1P12
COAD,1,Fibroblast,175,RNU1-154P
COAD,1,Fibroblast,176,AKIRIN1P1
COAD,1,Fibroblast,177,LINC01613
COAD,1,Fibroblast,178,EEF1A1P28
COAD,1,Fibroblast,179,MRPL48P1
COAD,1,Fibroblast,180,EEDP1
COAD,1,Fibroblast,181,AC016909.2
COAD,1,Fibroblast,182,RAC1P8
COAD,1,Fibroblast,183,CTD-3229J4.1
COAD,1,Fibroblast,184,VN1R31P
COAD,1,Fibroblast,185,RBMXP4
COAD,1,Fibroblast,186,LCEP3
COAD,1,Fibroblast,187,RNU6-798P
COAD,1,Fibroblast,188,RP11-822E23.7
COAD,1,Fibroblast,189,CTB-14A14.2
COAD,1,Fibroblast,190,MIR378E
COAD,1,Fibroblast,191,ENSG10010134848.1
COAD,1,Fibroblast,192,OR1J2
COAD,1,Fibroblast,193,RP11-626K17.2
COAD,1,Fibroblast,194,IFITM8P
COAD,1,Fibroblast,195,OR4C2P
COAD,1,Fibroblast,196,SUMO2P5
COAD,1,Fibroblast,197,RP11-35J10.4
COAD,1,Fibroblast,198,NPM1P12
COAD,1,Fibroblast,199,AL031601.4
COAD,1,Fibroblast,200,RP11-417B4.3
COAD,1,Macrophage,1,RNU1-136P
COAD,1,Macrophage,2,THBD
COAD,1,Macrophage,3,RNA5SP311
COAD,1,Macrophage,4,C1QC
COAD,1,Macrophage,5,RN7SKP61
COAD,1,Macrophage,6,RNU6-876P
COAD,1,Macrophage,7,SAP18P2
COAD,1,Macrophage,8,RP11-457D20.1
COAD,1,Macrophage,9,RNU6-1089P
COAD,1,Macrophage,10,RNU6-599P
COAD,1,Macrophage,11,RP11-402D21.3
COAD,1,Macrophage,12,ULK4P1
COAD,1,Macrophage,13,FAM90A5P
COAD,1,Macrophage,14,MIR6127
COAD,1,Macrophage,15,UBE2V1P11
COAD,1,Macrophage,16,OR5AZ1P
COAD,1,Macrophage,17,RNU6-413P
COAD,1,Macrophage,18,RP11-291O7.1
COAD,1,Macrophage,19,GS1-466O4.3
COAD,1,Macrophage,20,AC006499.4
COAD,1,Macrophage,21,RP11-181C21.4
COAD,1,Macrophage,22,RNU6-1165P
COAD,1,Macrophage,23,RN7SKP194
COAD,1,Macrophage,24,RP5-944F13.1
COAD,1,Macrophage,25,RN7SL468P
COAD,1,Macrophage,26,RP11-163O19.3
COAD,1,Macrophage,27,BCAP31P2
COAD,1,Macrophage,28,CCDC54
COAD,1,Macrophage,29,IGHVIII-76-1
COAD,1,Macrophage,30,ANAPC1P3
COAD,1,Macrophage,31,MTND1P37
COAD,1,Macrophage,32,RP5-964H19.2
COAD,1,Macrophage,33,RP11-247I13.3
COAD,1,Macrophage,34,RP13-395E19.3
COAD,1,Macrophage,35,RNU6-41P
COAD,1,Macrophage,36,RNU6-177P
COAD,1,Macrophage,37,CTD-2026D23.1
COAD,1,Macrophage,38,RP11-116D17.5
COAD,1,Macrophage,39,THAP5P1
COAD,1,Macrophage,40,RP11-11N6.1
COAD,1,Macrophage,41,RNU7-173P
COAD,1,Macrophage,42,CENPNP2
COAD,1,Macrophage,43,RPL21P16
COAD,1,Macrophage,44,RPL15P13
COAD,1,Macrophage,45,SNX18P24
COAD,1,Macrophage,46,RP11-756P10.6
COAD,1,Macrophage,47,THAP12P4
COAD,1,Macrophage,48,HIGD1AP8
COAD,1,Macrophage,49,FAUP2
COAD,1,Macrophage,50,MYO5BP1
COAD,1,Macrophage,51,RNA5SP361
COAD,1,Macrophage,52,KRTAP2-2
COAD,1,Macrophage,53,BSNDP2
COAD,1,Macrophage,54,S100A7P1
COAD,1,Macrophage,55,PDE4DIPP3
COAD,1,Macrophage,56,CTD-2537L20.1
COAD,1,Macrophage,57,RN7SL531P
COAD,1,Macrophage,58,NUDT19P4
COAD,1,Macrophage,59,RP3-433G13.1
COAD,1,Macrophage,60,RP11-612J15.1
COAD,1,Macrophage,61,SLC9A3P1
COAD,1,Macrophage,62,NF1P11
COAD,1,Macrophage,63,RP11-45H22.2
COAD,1,Macrophage,64,RN7SL75P
COAD,1,Macrophage,65,OR9G2P
COAD,1,Macrophage,66,RNU6-576P
COAD,1,Macrophage,67,RN7SKP53
COAD,1,Macrophage,68,TOMM40P2
COAD,1,Macrophage,69,RPL22P2
COAD,1,Macrophage,70,HMGB3P10
COAD,1,Macrophage,71,RP11-363I22.3
COAD,1,Macrophage,72,AC016751.2
COAD,1,Macrophage,73,RP11-395M19.1
COAD,1,Macrophage,74,S100A11P6
COAD,1,Macrophage,75,S100A11P5
COAD,1,Macrophage,76,MIR6728
COAD,1,Macrophage,77,SAMD11P1
COAD,1,Macrophage,78,RN7SKP207
COAD,1,Macrophage,79,RN7SL246P
COAD,1,Macrophage,80,RNA5SP337
COAD,1,Macrophage,81,CTSLP1
COAD,1,Macrophage,82,RNA5SP261
COAD,1,Macrophage,83,AARS1P1
COAD,1,Macrophage,84,GSTM2P1
COAD,1,Macrophage,85,CTD-2623N2.3
COAD,1,Macrophage,86,RP11-307L14.2
COAD,1,Macrophage,87,RP11-325O24.1
COAD,1,Macrophage,88,RP11-307L14.1
COAD,1,Macrophage,89,SCUBE1-AS2
COAD,1,Macrophage,90,ENSG10010136797.1
COAD,1,Macrophage,91,RP11-510I6.3
COAD,1,Macrophage,92,RNU2-39P
COAD,1,Macrophage,93,HMGB1P42
COAD,1,Macrophage,94,ENSG10010135836.1
COAD,1,Macrophage,95,TCAF2
COAD,1,Macrophage,96,ENSG10010136839.1
COAD,1,Macrophage,97,AP000577.2
COAD,1,Macrophage,98,HMGB3P14
COAD,1,Macrophage,99,RP11-220I1.4
COAD,1,Macrophage,100,RNA5SP500
COAD,1,Macrophage,101,RNU6-1245P
COAD,1,Macrophage,102,MTCYBP2
COAD,1,Macrophage,103,RNU6-965P
COAD,1,Macrophage,104,YWHAEP3
COAD,1,Macrophage,105,RPL5P23
COAD,1,Macrophage,106,RNU6-959P
COAD,1,Macrophage,107,OR7E121P
COAD,1,Macrophage,108,AK4P4
COAD,1,Macrophage,109,AP001505.10
COAD,1,Macrophage,110,MIR346
COAD,1,Macrophage,111,FXYD6P3
COAD,1,Macrophage,112,RPSAP61
COAD,1,Macrophage,113,RN7SL658P
COAD,1,Macrophage,114,RP11-789C7.1
COAD,1,Macrophage,115,RN7SKP171
COAD,1,Macrophage,116,AC079354.5
COAD,1,Macrophage,117,RP11-1012A1.7
COAD,1,Macrophage,118,RNU6-690P
COAD,1,Macrophage,119,RP11-638O6.1
COAD,1,Macrophage,120,CTB-22K14.1
COAD,1,Macrophage,121,RNA5SP325
COAD,1,Macrophage,122,RNU1-142P
COAD,1,Macrophage,123,RP11-866E20.1
COAD,1,Macrophage,124,ZC3H11B
COAD,1,Macrophage,125,OR4A6P
COAD,1,Macrophage,126,AC005255.3
COAD,1,Macrophage,127,RNU6-356P
COAD,1,Macrophage,128,RN7SL260P
COAD,1,Macrophage,129,RN7SKP6
COAD,1,Macrophage,130,RP11-272G22.2
COAD,1,Macrophage,131,RNA5SP196
COAD,1,Macrophage,132,MTCO2P1
COAD,1,Macrophage,133,IGBP1-AS2
COAD,1,Macrophage,134,RP11-816B4.1
COAD,1,Macrophage,135,RP11-252P19.2
COAD,1,Macrophage,136,LINC02804
COAD,1,Macrophage,137,RP11-491H9.3
COAD,1,Macrophage,138,VN1R82P
COAD,1,Macrophage,139,RP11-387A1.5
COAD,1,Macrophage,140,RNU6-1317P
COAD,1,Macrophage,141,RN7SL470P
COAD,1,Macrophage,142,RPS7P15
COAD,1,Macrophage,143,RNU6-120P
COAD,1,Macrophage,144,CCDC166
COAD,1,Macrophage,145,MIR217
COAD,1,Macrophage,146,RNU6-915P
COAD,1,Macrophage,147,MIR548AS
COAD,1,Macrophage,148,CAMTA1-AS1
COAD,1,Macrophage,149,C1QB
COAD,1,Macrophage,150,MIR1234
COAD,1,Macrophage,151,MIR6849
COAD,1,Macrophage,152,RP3-492P14.2
COAD,1,Macrophage,153,ENSG10010137139.1
COAD,1,Macrophage,154,H3-2
COAD,1,Macrophage,155,RP11-193H5.2
COAD,1,Macrophage,156,RP13-895J2.9
COAD,1,Macrophage,157,RP11-481N16.1
COAD,1,Macrophage,158,RNU6-82P
COAD,1,Macrophage,159,RP1-281E18.1
COAD,1,Macrophage,160,IPO7P1
COAD,1,Macrophage,161,UQCR10P1
COAD,1,Macrophage,162,RPL12P43
COAD,1,Macrophage,163,H2AZP5
COAD,1,Macrophage,164,SPDYE2
COAD,1,Macrophage,165,RP11-130N24.2
COAD,1,Macrophage,166,KRTAP4-6
COAD,1,Macrophage,167,RN7SKP177
COAD,1,Macrophage,168,RP5-1068B5.1
COAD,1,Macrophage,169,RN7SL457P
COAD,1,Macrophage,170,MIR99A
COAD,1,Macrophage,171,RP11-531F16.4
COAD,1,Macrophage,172,AGPAT5P1
COAD,1,Macrophage,173,OR5B19P
COAD,1,Macrophage,174,AC004070.1
COAD,1,Macrophage,175,OR5H6
COAD,1,Macrophage,176,RP11-52M17.1
COAD,1,Macrophage,177,SNORD11B
COAD,1,Macrophage,178,HNRNPA3P16
COAD,1,Macrophage,179,GAPDHP17
COAD,1,Macrophage,180,MIR526A1
COAD,1,Macrophage,181,ENSG10010137792.1
COAD,1,Macrophage,182,SLC4A1APP1
COAD,1,Macrophage,183,CTD-2282P23.1
COAD,1,Macrophage,184,C1QA
COAD,1,Macrophage,185,RPS2P48
COAD,1,Macrophage,186,ENSG10010138132.1
COAD,1,Macrophage,187,RP11-480N24.4
COAD,1,Macrophage,188,RNU6-11P
COAD,1,Macrophage,189,CTDSPL2P2
COAD,1,Macrophage,190,PPIAL4D
COAD,1,Macrophage,191,TPT1P14
COAD,1,Macrophage,192,CBX3P9
COAD,1,Macrophage,193,MIR548AD
COAD,1,Macrophage,194,RP11-136K7.1
COAD,1,Macrophage,195,DYNLL1P6
COAD,1,Macrophage,196,RN7SL40P
COAD,1,Macrophage,197,LARGE-IT1
COAD,1,Macrophage,198,RP11-58A17.3
COAD,1,Macrophage,199,FTLP17
COAD,1,Macrophage,200,MIR3685
COAD,1,Mast,1,RNU7-92P
COAD,1,Mast,2,SRSF9
COAD,1,Mast,3,RNU6-833P
COAD,1,Mast,4,RN7SL620P
COAD,1,Mast,5,NOTCH2NLR
COAD,1,Mast,6,RP11-20I23.11
COAD,1,Mast,7,PABPC1P8
COAD,1,Mast,8,RP11-403B2.10
COAD,1,Mast,9,RPS3AP53
COAD,1,Mast,10,RNU6-954P
COAD,1,Mast,11,RP1-181J22.1
COAD,1,Mast,12,SNORA58B
COAD,1,Mast,13,RPL41P5
COAD,1,Mast,14,ENSG10010135762.1
COAD,1,Mast,15,ENSG10010138771.1
COAD,1,Mast,16,DYNLL1
COAD,1,Mast,17,KRT8P40
COAD,1,Mast,18,PRAC1
COAD,1,Mast,19,SNORA56
COAD,1,Mast,20,GAPDHP15
COAD,1,Mast,21,MIR4516
COAD,1,Mast,22,CTD-2375G15.1
COAD,1,Mast,23,LLNLR-470E3.1
COAD,1,Mast,24,CTD-2621I17.8
COAD,1,Mast,25,RP1-127H14.3
COAD,1,Mast,26,IGHV3OR16-7
COAD,1,Mast,27,AC123886.2
COAD,1,Mast,28,ZNF114P1
COAD,1,Mast,29,SSX8P
COAD,1,Mast,30,ZBTB45P2
COAD,1,Mast,31,TRBV12-2
COAD,1,Mast,32,RP11-589M4.4
COAD,1,Mast,33,SNORD112
COAD,1,Mast,34,RP11-777J24.1
COAD,1,Mast,35,AC073409.1
COAD,1,Mast,36,RPL23AP66
COAD,1,Mast,37,MIR6506
COAD,1,Mast,38,LINC01106
COAD,1,Mast,39,KB-1562D12.3
COAD,1,Mast,40,RN7SL825P
COAD,1,Mast,41,RP11-113D19.9
COAD,1,Mast,42,RP11-253D19.2
COAD,1,Mast,43,USF1P1
COAD,1,Mast,44,ENSG10010135266.1
COAD,1,Mast,45,RNU6ATAC39P
COAD,1,Mast,46,GJA6P
COAD,1,Mast,47,LINC01262
COAD,1,Mast,48,KRTAP4-2
COAD,1,Mast,49,NBPF6
COAD,1,Mast,50,RP11-20I23.13
COAD,1,Mast,51,PRAC2
COAD,1,Mast,52,ENSG10010138535.1
COAD,1,Mast,53,DCAF8L1
COAD,1,Mast,54,MIR559
COAD,1,Mast,55,RP11-560F18.1
COAD,1,Mast,56,FDPSP2
COAD,1,Mast,57,DDT
COAD,1,Mast,58,RNU6-677P
COAD,1,Mast,59,H3P16
COAD,1,Mast,60,RP11-661C8.2
COAD,1,Mast,61,BUB1P1
COAD,1,Mast,62,AP000431.1
COAD,1,Mast,63,FABP5P2
COAD,1,Mast,64,RP11-13J8.1
COAD,1,Mast,65,RNU6-1196P
COAD,1,Mast,66,OR8B4
COAD,1,Mast,67,RNU4-14P
COAD,1,Mast,68,CLDN8
COAD,1,Mast,69,MTND6P9
COAD,1,Mast,70,SNORA63D
COAD,1,Mast,71,RP11-256L11.3
COAD,1,Mast,72,CTD-3128G10.6
COAD,1,Mast,73,RPL35AP19
COAD,1,Mast,74,RNU6-1267P
COAD,1,Mast,75,GPAA1P2
COAD,1,Mast,76,RP11-434D2.9
COAD,1,Mast,77,RPL19P20
COAD,1,Mast,78,CH17-476P10.1
COAD,1,Mast,79,RN7SL379P
COAD,1,Mast,80,SNRPCP13
COAD,1,Mast,81,RNU6-935P
COAD,1,Mast,82,CBY1P1
COAD,1,Mast,83,RN7SL813P
COAD,1,Mast,84,ENSG10010139340.1
COAD,1,Mast,85,RP11-59H7.3
COAD,1,Mast,86,ANKRD20A6P
COAD,1,Mast,87,CTC-429P9.5
COAD,1,Mast,88,MTHFD2P3
COAD,1,Mast,89,IGLV3-26
COAD,1,Mast,90,RNU6-952P
COAD,1,Mast,91,RP11-117L5.3
COAD,1,Mast,92,RNA5SP440
COAD,1,Mast,93,UBE2D3P2
COAD,1,Mast,94,RP11-387A1.6
COAD,1,Mast,95,SNORD73B
COAD,1,Mast,96,AC006026.13
COAD,1,Mast,97,ABHD17AP7
COAD,1,Mast,98,CTD-2372A4.1
COAD,1,Mast,99,RP11-182J23.1
COAD,1,Mast,100,RP11-401L13.7
COAD,1,Mast,101,RP11-666O2.1
COAD,1,Mast,102,RP11-532E4.3
COAD,1,Mast,103,OR2A1
COAD,1,Mast,104,RP3-365I19.2
COAD,1,Mast,105,RP11-99A1.2
COAD,1,Mast,106,RNA5SP296
COAD,1,Mast,107,SLC25A34-AS1
COAD,1,Mast,108,NANOGP9
COAD,1,Mast,109,PTTG4P
COAD,1,Mast,110,HOTAIRM1
COAD,1,Mast,111,HOXA5
COAD,1,Mast,112,HERC2P6
COAD,1,Mast,113,MIR3180-3
COAD,1,Mast,114,AC002056.5
COAD,1,Mast,115,AP000350.8
COAD,1,Mast,116,ENSG10010135768.1
COAD,1,Mast,117,FOXD2-AS1
COAD,1,Mast,118,RP11-7M10.2
COAD,1,Mast,119,LINC02691
COAD,1,Mast,120,RNA5SP386
COAD,1,Mast,121,RP11-126O22.8
COAD,1,Mast,122,AIFM3
COAD,1,Mast,123,SOD1P3
COAD,1,Mast,124,RP13-1016M1.2
COAD,1,Mast,125,RP11-408I18.9
COAD,1,Mast,126,RP11-862L9.3
COAD,1,Mast,127,ELOA3
COAD,1,Mast,128,RNY3P14
COAD,1,Mast,129,RP11-358M14.2
COAD,1,Mast,130,RP11-1000B6.5
COAD,1,Mast,131,VTRNA1-1
COAD,1,Mast,132,UBE2L2
COAD,1,Mast,133,BCRP5
COAD,1,Mast,134,RPL7P7
COAD,1,Mast,135,ACTC1
COAD,1,Mast,136,RP3-337O18.9
COAD,1,Mast,137,RNU6-174P
COAD,1,Mast,138,MT1M
COAD,1,Mast,139,MIR450B
COAD,1,Mast,140,MIR938
COAD,1,Mast,141,TMEM82
COAD,1,Mast,142,RN7SL698P
COAD,1,Mast,143,RP11-299A16.1
COAD,1,Mast,144,ENSG10010135003.1
COAD,1,Mast,145,TMEM236
COAD,1,Mast,146,RP11-403N16.3
COAD,1,Mast,147,RN7SL262P
COAD,1,Mast,148,RP11-94P11.3
COAD,1,Mast,149,RNU7-97P
COAD,1,Mast,150,PLA2G2A
COAD,1,Mast,151,TBC1D3P4
COAD,1,Mast,152,AC007969.4
COAD,1,Mast,153,TRAPPC12-AS1
COAD,1,Mast,154,OFD1P16Y
COAD,1,Mast,155,NUP210P2
COAD,1,Mast,156,RP11-178H8.3
COAD,1,Mast,157,RNU5A-6P
COAD,1,Mast,158,RPS27P26
COAD,1,Mast,159,SNORA35B
COAD,1,Mast,160,RNU1-58P
COAD,1,Mast,161,HMGB1P27
COAD,1,Mast,162,HOXA1
COAD,1,Mast,163,NXPE4
COAD,1,Mast,164,NXPE1
COAD,1,Mast,165,C15orf48
COAD,1,Mast,166,MT1F
COAD,1,Mast,167,OR1Q1
COAD,1,Mast,168,RNU6-651P
COAD,1,Mast,169,RP3-412A9.12
COAD,1,Mast,170,RPL9P29
COAD,1,Mast,171,RP11-498B4.5
COAD,1,Mast,172,CDHR1
COAD,1,Mast,173,RNU5E-3P
COAD,1,Mast,174,VTRNA1-2
COAD,1,Mast,175,RP11-702H23.6
COAD,1,Mast,176,RP11-643A5.1
COAD,1,Mast,177,MIR450A1
COAD,1,Mast,178,RNU6-227P
COAD,1,Mast,179,RP11-108L7.14
COAD,1,Mast,180,MIR1270
COAD,1,Mast,181,SNORD3D
COAD,1,Mast,182,RNU6-1231P
COAD,1,Mast,183,RP11-368J21.4
COAD,1,Mast,184,PTMAP11
COAD,1,Mast,185,RP11-697H9.5
COAD,1,Mast,186,RP11-29O6.2
COAD,1,Mast,187,BCYRN1
COAD,1,Mast,188,RP11-384O8.2
COAD,1,Mast,189,RN7SL265P
COAD,1,Mast,190,RPS21P8
COAD,1,Mast,191,RP3-413H6.2
COAD,1,Mast,192,RNU6-1309P
COAD,1,Mast,193,ENSG00000265028
COAD,1,Mast,194,PSMD12P1
COAD,1,Mast,195,LRRC19
COAD,1,Mast,196,PDE6A
COAD,1,Mast,197,RP3-522D1.2
COAD,1,Mast,198,RNU6-742P
COAD,1,Mast,199,CTC-463N11.4
COAD,1,Mast,200,ANP32D
COAD,1,Other_Myeloid,1,RP11-56L13.8
COAD,1,Other_Myeloid,2,AC008103.4
COAD,1,Other_Myeloid,3,RP11-589C21.1
COAD,1,Other_Myeloid,4,FRG2
COAD,1,Other_Myeloid,5,RNU6-989P
COAD,1,Other_Myeloid,6,XXbac-B33L19.4
COAD,1,Other_Myeloid,7,RNU1-105P
COAD,1,Other_Myeloid,8,RP11-399F4.3
COAD,1,Other_Myeloid,9,ENSG10010135128.1
COAD,1,Other_Myeloid,10,CTD-2132H18.3
COAD,1,Other_Myeloid,11,RP11-927P21.8
COAD,1,Other_Myeloid,12,RN7SL33P
COAD,1,Other_Myeloid,13,RP4-560B9.4
COAD,1,Other_Myeloid,14,TCEAL4P1
COAD,1,Other_Myeloid,15,LA16c-2F2.5
COAD,1,Other_Myeloid,16,FAM74A6
COAD,1,Other_Myeloid,17,RN7SL666P
COAD,1,Other_Myeloid,18,XKRYP4
COAD,1,Other_Myeloid,19,USP9YP13
COAD,1,Other_Myeloid,20,RP11-491H9.4
COAD,1,Other_Myeloid,21,TUBA1A
COAD,1,Other_Myeloid,22,RP11-747H12.7
COAD,1,Other_Myeloid,23,RN7SL376P
COAD,1,Other_Myeloid,24,PFN1P6
COAD,1,Other_Myeloid,25,MIR4789
COAD,1,Other_Myeloid,26,RPL30P13
COAD,1,Other_Myeloid,27,RNU12-2P
COAD,1,Other_Myeloid,28,RP11-757O6.4
COAD,1,Other_Myeloid,29,RP11-268I9.1
COAD,1,Other_Myeloid,30,RNU6-1241P
COAD,1,Other_Myeloid,31,RP11-807C20.2
COAD,1,Other_Myeloid,32,MIR522
COAD,1,Other_Myeloid,33,RNU6-267P
COAD,1,Other_Myeloid,34,RN7SL577P
COAD,1,Other_Myeloid,35,COX4I1P1
COAD,1,Other_Myeloid,36,AL590763.16
COAD,1,Other_Myeloid,37,H3P31
COAD,1,Other_Myeloid,38,RP11-236B18.5
COAD,1,Other_Myeloid,39,RP11-74K11.1
COAD,1,Other_Myeloid,40,CTAGE6
COAD,1,Other_Myeloid,41,RP11-395A23.1
COAD,1,Other_Myeloid,42,RNU6-34P
COAD,1,Other_Myeloid,43,COX6CP3
COAD,1,Other_Myeloid,44,RP11-113A11.1
COAD,1,Other_Myeloid,45,MIR4455
COAD,1,Other_Myeloid,46,RPL7P29
COAD,1,Other_Myeloid,47,RN7SL5P
COAD,1,Other_Myeloid,48,AC013401.2
COAD,1,Other_Myeloid,49,RNU6-294P
